AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,FRONT_CT_TOUCHES,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,PAINT_TOUCHES
24.0,78.0,230.0,13.7,0.188,101.75,1099,5.3,1.9,1.0,4.31,0.7,15.6,0.85,0.4,1.7
26.0,78.0,203.0,26.3,0.223,101.87,4235,12.3,3.6,1.95,4.11,2.3,23.0,1.24,0.5,1.5
27.0,80.0,228.0,21.2,0.179,99.95,2692,6.8,0.8,1.52,4.28,0.3,16.4,0.65,2.0,6.3
24.0,76.0,185.0,9.5,0.181,98.54,840,3.8,1.8,0.69,4.37,1.6,7.6,4.92,0.1,0.1
27.0,83.0,284.0,33.5,0.309,99.46,5136,17.7,4.2,2.32,3.95,1.5,56.0,1.26,8.0,8.3
22.0,81.0,240.0,13.2,0.141,98.59,1242,3.3,0.2,0.99,4.1,0.0,8.8,0.38,1.2,2.9
30.0,82.0,240.0,24.6,0.131,96.44,2916,6.0,1.2,1.72,3.93,0.5,22.9,0.32,0.9,2.4
22.0,76.0,195.0,29.0,0.161,100.87,3283,7.8,8.4,2.01,4.18,2.4,26.8,4.08,0.2,0.5
25.0,83.0,245.0,21.3,0.271,98.44,3149,10.2,0.7,1.47,4.17,0.3,21.7,0.68,2.6,6.5
25.0,83.0,240.0,14.0,0.206,102.82,1745,5.1,0.3,1.09,4.38,0.1,16.8,0.45,2.8,5.0
27.0,76.0,210.0,24.4,0.196,95.42,2921,8.9,2.9,1.8,4.44,2.4,22.6,1.41,0.9,0.5
27.0,76.0,215.0,32.9,0.203,98.49,3039,12.3,6.0,2.3,4.2,2.8,34.5,1.68,1.2,0.5
24.0,73.0,191.0,12.3,0.2,96.68,1408,4.5,3.3,0.9,4.42,2.2,11.0,4.98,0.4,0.2
24.0,84.0,240.0,25.7,0.11,97.08,3739,4.8,0.0,1.84,4.05,0.0,14.0,0.3,0.7,7.9
30.0,84.0,235.0,27.0,0.236,102.04,3154,12.2,1.4,1.86,3.88,0.7,28.7,0.37,4.4,6.2
26.0,81.0,225.0,13.2,0.122,95.67,1654,3.0,1.2,0.99,4.53,0.4,9.1,0.53,0.3,0.4
29.0,80.0,212.0,30.2,0.176,95.76,1571,10.4,3.5,2.06,4.09,1.7,30.3,1.2,0.8,2.6
25.0,76.0,191.0,19.1,0.159,96.67,3035,5.8,3.1,1.37,4.34,1.6,15.5,3.18,0.3,0.5
30.0,83.0,260.0,33.5,0.292,99.15,4849,19.9,3.1,2.26,3.83,2.5,50.5,0.7,5.1,5.7
26.0,75.0,195.0,8.7,0.146,96.6,350,2.1,1.5,0.67,4.61,0.4,7.6,3.75,0.4,0.6
32.0,73.0,180.0,24.8,0.177,101.97,3568,9.0,3.3,1.89,4.33,3.7,18.1,3.64,0.2,0.3
21.0,77.0,185.0,30.1,0.175,102.31,3733,10.7,8.3,2.33,4.31,4.8,29.6,3.14,0.3,0.6
26.0,78.0,226.0,20.4,0.108,102.28,3562,4.2,2.8,1.59,4.37,0.4,17.3,1.48,0.1,0.5
25.0,83.0,230.0,13.1,0.173,100.02,973,4.1,1.5,0.9,4.13,0.8,10.9,0.65,0.7,1.0
34.0,80.0,215.0,11.7,0.153,95.7,1338,3.5,0.4,0.82,4.17,0.6,11.0,0.34,0.1,0.1
24.0,76.0,190.0,23.0,0.164,101.34,2972,7.5,2.6,1.81,4.45,1.9,17.9,2.01,0.2,0.4
22.0,80.0,217.0,20.7,0.213,100.62,2118,8.3,4.5,1.58,4.27,2.8,16.8,1.62,0.5,0.7
26.0,78.0,175.0,28.4,0.207,99.46,3531,11.1,7.9,1.98,4.18,3.1,28.2,2.95,0.7,1.5
33.0,87.0,290.0,5.6,0.311,99.23,265,3.0,0.0,0.39,3.96,0.6,5.7,0.63,0.7,2.6
23.0,78.0,209.0,28.0,0.125,103.12,4382,6.6,2.9,2.23,4.46,0.7,21.7,0.74,1.3,1.9
33.0,72.0,175.0,31.8,0.241,98.6,3792,13.8,11.7,2.04,3.86,9.7,24.3,5.1,0.4,0.7
25.0,74.0,180.0,4.1,0.251,102.28,287,2.2,1.6,0.31,4.54,1.2,3.8,5.1,0.0,0.2
22.0,87.0,240.0,32.4,0.305,97.78,3165,18.5,2.5,2.23,4.15,3.8,40.2,0.55,5.4,4.3
25.0,84.0,240.0,34.4,0.257,101.06,4628,17.2,5.6,2.52,4.08,2.2,32.1,1.08,1.9,4.4
25.0,81.0,237.0,23.8,0.114,100.07,1482,5.0,0.1,1.71,4.03,0.1,18.5,0.21,1.1,7.4
27.0,82.0,225.0,29.3,0.183,105.96,3493,11.3,1.9,2.19,4.3,1.9,23.7,0.8,0.4,1.2
33.0,74.0,175.0,5.7,0.252,102.53,246,2.9,1.1,0.39,4.03,1.9,6.5,3.91,0.1,0.0
25.0,79.0,210.0,13.0,0.127,101.34,1264,3.1,2.3,0.94,4.03,0.8,10.3,1.69,0.1,0.3
24.0,81.0,250.0,12.7,0.13,96.85,993,2.7,0.1,0.89,4.23,0.1,8.4,0.36,1.9,3.3
26.0,84.0,280.0,29.5,0.315,102.07,3201,15.7,2.4,2.0,3.77,3.6,42.8,0.89,5.0,6.7
25.0,81.0,235.0,33.3,0.227,98.2,5464,15.3,8.9,2.47,4.46,4.1,37.9,1.18,0.9,1.6
29.0,77.0,210.0,22.4,0.186,95.65,2760,7.6,2.3,1.66,4.46,2.4,26.2,1.66,0.9,1.0
24.0,80.0,230.0,22.5,0.205,98.62,1943,9.1,2.9,1.66,4.15,2.7,20.5,1.11,1.1,1.9
28.0,74.0,205.0,17.1,0.201,101.29,2731,7.2,2.7,1.3,4.29,2.4,17.5,1.42,0.2,0.1
23.0,81.0,245.0,22.0,0.114,94.27,3538,3.5,0.1,1.5,4.1,0.2,13.2,0.27,1.6,5.2
31.0,78.0,205.0,28.0,0.128,96.22,3821,7.4,0.8,2.04,4.1,0.9,23.0,0.39,0.3,0.7
35.0,84.0,250.0,31.8,0.244,97.47,4656,13.8,2.4,2.07,3.91,1.2,47.6,0.51,5.4,5.3
32.0,75.0,190.0,31.7,0.25,97.49,4834,14.3,14.6,2.4,4.53,4.9,34.2,4.29,1.0,1.4
36.0,85.0,240.0,15.9,0.084,105.25,1918,1.8,0.0,1.11,3.9,0.0,8.4,0.23,1.8,3.3
21.0,81.0,210.0,15.2,0.169,102.07,1677,4.9,1.7,1.11,4.39,1.2,11.2,1.73,0.5,1.0
25.0,81.0,235.0,14.5,0.14,106.19,671,3.9,0.8,1.18,4.51,0.0,15.7,0.4,1.3,2.7
27.0,84.0,280.0,31.1,0.352,100.79,3331,17.6,3.6,2.08,3.79,5.5,49.7,1.06,4.0,5.3
37.0,74.0,185.0,17.9,0.247,101.52,2131,8.3,10.2,1.39,4.35,3.3,13.9,6.66,0.3,0.3
25.0,76.0,190.0,24.7,0.183,103.36,3614,8.1,7.9,1.91,4.3,2.5,18.4,3.94,0.3,0.7
24.0,75.0,208.0,28.5,0.223,96.67,4591,11.5,9.1,1.95,4.12,4.1,20.0,5.33,0.6,0.8
26.0,83.0,255.0,10.9,0.172,103.34,1266,3.8,0.1,0.84,4.3,0.1,11.7,0.44,0.9,2.7
28.0,82.0,250.0,18.0,0.168,98.76,2851,5.0,0.6,1.23,4.14,0.3,20.5,0.32,2.8,3.7
26.0,79.0,220.0,25.1,0.137,100.67,2046,6.5,2.6,1.89,4.24,1.2,14.2,0.88,0.2,0.7
31.0,83.0,262.0,14.9,0.15,98.51,2342,3.2,0.3,1.05,4.25,0.0,11.2,0.33,2.2,4.0
24.0,81.0,230.0,20.7,0.154,98.4,3441,6.1,3.1,1.58,4.6,0.2,21.5,0.84,1.0,2.8
29.0,78.0,185.0,31.5,0.177,100.42,4742,10.9,3.4,2.36,4.5,3.5,26.1,1.55,0.5,1.0
27.0,77.0,220.0,36.4,0.333,101.32,6223,18.9,17.1,2.25,3.72,9.1,27.3,4.96,0.8,1.3
26.0,74.0,185.0,10.5,0.169,98.73,1160,3.5,2.3,0.83,4.77,1.3,8.2,3.81,0.1,0.2
28.0,78.0,220.0,25.9,0.153,101.91,1979,7.6,4.8,1.98,4.32,2.0,19.9,1.48,0.4,1.1
20.0,79.0,225.0,17.2,0.176,99.09,2768,5.4,2.3,1.28,4.47,0.9,15.7,1.3,0.4,1.6
30.0,72.0,184.0,31.1,0.268,100.23,3634,15.9,10.9,2.33,4.21,8.5,24.1,4.59,0.3,0.7
23.0,79.0,210.0,19.2,0.088,98.87,2628,3.0,1.0,1.48,4.66,0.1,15.9,0.57,0.4,1.7
20.0,83.0,250.0,8.7,0.17,105.77,1039,2.8,0.1,0.64,4.15,0.2,8.5,0.31,1.5,1.7
25.0,79.0,210.0,14.9,0.196,96.73,659,5.1,1.9,1.08,4.34,0.9,12.5,1.35,0.3,1.4
26.0,81.0,227.0,18.5,0.188,98.0,2950,6.3,0.6,1.31,4.26,0.3,18.3,0.47,2.5,4.1
24.0,80.0,210.0,22.0,0.151,103.9,2710,7.1,1.3,1.73,4.4,0.6,16.7,0.7,0.6,1.2
26.0,71.0,185.0,14.5,0.115,105.44,1976,3.2,2.8,1.18,4.58,0.6,10.6,3.65,0.3,0.7
19.0,77.0,195.0,25.8,0.185,100.12,1403,7.7,11.1,1.97,4.32,3.2,21.8,4.59,0.5,0.3
23.0,81.0,205.0,19.2,0.169,98.54,1852,6.0,4.0,1.54,4.5,0.6,16.4,1.11,0.4,2.0
28.0,84.0,243.0,32.2,0.373,103.6,4044,20.3,13.9,2.27,3.95,4.8,36.8,2.94,4.3,5.3
22.0,76.0,213.0,20.3,0.119,102.94,2556,4.3,2.1,1.55,4.29,0.4,13.5,1.22,0.5,1.8
26.0,78.0,205.0,26.3,0.12,100.54,3895,6.0,3.5,2.11,4.48,0.8,19.7,1.59,0.6,1.7
26.0,82.0,265.0,28.0,0.181,97.13,4351,9.1,0.2,2.02,4.37,0.3,32.4,0.31,4.8,7.7
30.0,75.0,190.0,20.3,0.214,101.2,3512,7.2,6.7,1.43,4.23,1.5,17.3,3.83,0.3,0.6
26.0,79.0,215.0,29.7,0.157,99.23,4483,9.4,1.0,2.25,4.27,1.3,25.0,0.42,0.5,0.6
22.0,78.0,185.0,34.5,0.254,100.48,5036,15.1,15.1,2.64,4.61,3.9,28.7,4.71,1.3,2.9
25.0,75.0,175.0,8.8,0.193,99.62,1205,3.1,1.7,0.66,4.5,0.9,10.6,2.9,0.2,0.4
29.0,80.0,210.0,19.5,0.277,98.81,2975,10.5,2.9,1.37,4.21,4.3,20.3,1.86,0.7,0.8
29.0,73.0,186.0,29.7,0.191,99.11,4157,9.5,9.8,2.09,4.23,2.8,27.7,4.02,1.7,1.9
24.0,81.0,235.0,21.9,0.197,98.05,3675,7.9,1.6,1.51,4.16,2.4,21.3,0.86,1.5,1.9
25.0,80.0,240.0,26.3,0.227,104.09,4666,10.8,1.5,1.86,3.93,0.7,32.0,0.86,4.3,8.2
32.0,82.0,260.0,34.1,0.217,99.52,5164,14.2,2.1,2.33,3.85,1.0,45.9,0.49,3.9,6.2
23.0,82.0,250.0,9.7,0.183,96.12,791,2.8,0.2,0.65,4.04,0.2,6.7,0.52,1.0,2.0
28.0,83.0,260.0,18.3,0.081,92.95,1942,2.2,0.3,1.29,4.22,0.0,11.2,0.26,2.8,3.1
24.0,73.0,195.0,32.9,0.244,97.63,2887,12.9,11.6,2.24,4.11,5.2,26.0,5.08,1.0,1.5
23.0,81.0,210.0,7.1,0.186,100.33,522,2.5,0.5,0.52,4.43,0.4,6.5,0.82,0.1,0.3
23.0,78.0,223.0,20.5,0.222,97.71,3424,8.3,2.6,1.48,4.35,0.8,17.6,1.22,0.9,3.0
21.0,81.0,190.0,33.9,0.227,104.41,3828,14.0,10.1,2.6,4.31,4.7,32.0,2.82,1.7,2.5
23.0,82.0,239.0,13.3,0.156,97.69,1132,3.6,1.1,1.0,4.52,0.2,10.0,0.56,0.6,1.8
24.0,84.0,255.0,28.7,0.19,96.67,4098,9.9,0.8,2.07,4.34,0.2,31.6,0.58,3.8,6.6
21.0,83.0,228.0,30.8,0.17,96.94,4663,8.7,1.8,2.14,4.17,0.5,31.6,0.58,5.4,7.7
22.0,73.0,185.0,12.9,0.206,103.35,1393,5.2,3.6,1.01,4.35,2.6,10.5,3.82,0.2,0.1
23.0,72.0,185.0,24.5,0.182,100.31,3398,8.5,7.6,1.83,4.2,3.2,18.0,4.17,0.1,0.3
31.0,77.0,205.0,30.2,0.201,97.34,3978,11.9,2.9,2.11,3.93,3.5,24.0,1.52,0.4,0.5
20.0,77.0,195.0,28.2,0.238,97.17,4568,12.0,5.4,2.06,4.38,5.4,24.1,4.38,0.6,1.2
24.0,81.0,205.0,16.3,0.152,100.96,1882,4.6,3.1,1.29,4.44,0.3,12.5,1.13,0.5,1.2
28.0,83.0,270.0,25.7,0.281,102.56,1642,12.4,3.4,1.64,3.65,0.4,36.8,0.91,2.6,5.1
29.0,78.0,231.0,22.9,0.221,100.95,3076,9.9,2.2,1.53,4.04,2.3,21.5,0.97,1.0,0.7
24.0,77.0,215.0,18.9,0.144,99.93,2612,5.2,3.7,1.46,4.38,1.1,13.4,2.97,0.4,1.7
32.0,80.0,240.0,22.7,0.133,97.63,3016,5.4,1.3,1.63,4.3,0.2,21.5,0.32,2.4,1.8
26.0,73.0,179.0,12.2,0.173,100.31,1051,3.7,5.5,0.92,4.61,0.9,12.2,4.59,0.2,0.4
29.0,83.0,240.0,35.4,0.297,95.29,4991,19.9,1.4,2.26,3.84,6.8,42.7,0.82,4.0,4.6
33.0,82.0,260.0,22.2,0.205,103.02,1998,9.1,0.5,1.56,3.95,0.2,23.4,0.33,2.7,5.2
25.0,78.0,223.0,33.6,0.298,98.57,4563,18.4,11.1,2.38,4.03,5.6,36.5,2.6,1.4,2.1
28.0,83.0,251.0,16.9,0.159,99.83,2763,4.9,0.5,1.2,4.27,0.6,16.2,0.45,2.1,3.2
26.0,80.0,215.0,19.5,0.174,104.0,2348,6.2,0.9,1.54,4.37,0.2,17.8,0.65,4.3,5.4
32.0,83.0,265.0,21.9,0.128,101.05,2626,4.4,0.1,1.41,3.69,0.0,16.9,0.18,3.2,5.8
27.0,75.0,172.0,32.1,0.227,99.67,4059,12.5,13.3,2.46,4.31,4.0,31.5,4.01,0.6,0.5
24.0,82.0,237.0,14.8,0.19,98.74,1644,4.8,1.3,1.06,4.32,0.5,13.5,0.68,1.6,3.5
26.0,81.0,222.0,21.1,0.12,99.65,3574,4.4,0.7,1.51,4.03,0.3,21.6,0.52,1.8,4.7
29.0,81.0,265.0,15.3,0.125,101.18,2182,3.6,0.0,1.13,4.21,0.0,11.0,0.27,1.7,4.8
34.0,75.0,200.0,12.5,0.22,103.78,729,5.9,4.6,0.97,4.33,2.1,10.7,3.86,0.2,0.4
26.0,73.0,175.0,19.4,0.242,101.16,2370,9.4,7.6,1.52,4.4,4.2,16.9,4.83,0.2,0.4
21.0,83.0,279.0,30.5,0.217,94.34,4903,11.7,0.2,2.05,4.05,0.3,21.3,0.55,2.4,12.6
32.0,83.0,260.0,33.4,0.288,94.67,4955,18.0,1.4,2.28,4.11,5.4,45.2,0.91,4.0,8.7
26.0,83.0,241.0,27.1,0.165,96.69,4475,7.1,0.8,1.81,4.02,0.8,22.9,0.42,5.3,6.0
27.0,77.0,215.0,31.2,0.287,101.7,4227,16.0,17.1,2.24,4.04,5.7,23.2,5.15,0.4,0.6
26.0,81.0,233.0,12.9,0.136,101.21,1356,3.0,0.4,0.96,4.19,0.0,10.1,0.53,1.6,3.8
22.0,81.0,220.0,13.8,0.121,100.71,1912,2.9,0.7,1.02,4.46,0.1,12.5,0.62,1.2,2.8
26.0,73.0,190.0,34.2,0.27,100.74,2217,15.9,17.4,2.44,4.29,6.8,34.0,4.04,1.0,1.5
28.0,81.0,260.0,14.3,0.103,98.28,1783,2.8,0.2,1.03,4.27,0.1,11.6,0.27,1.5,3.4
28.0,77.0,204.0,28.4,0.139,99.5,3947,7.6,2.3,2.09,4.15,1.5,24.2,0.94,0.3,0.7
34.0,83.0,270.0,14.1,0.165,101.95,2065,3.8,0.4,0.99,4.25,0.1,15.6,0.44,2.4,3.9
27.0,79.0,210.0,27.0,0.139,102.35,4598,6.6,6.9,2.16,4.5,1.4,21.9,3.97,0.8,1.8
25.0,78.0,210.0,28.9,0.156,101.24,4859,9.0,3.2,2.15,4.48,1.6,25.2,1.31,0.8,1.7
26.0,77.0,215.0,23.3,0.177,97.07,3205,8.3,1.6,1.84,4.42,1.3,21.0,0.63,0.3,1.1
28.0,82.0,250.0,33.0,0.244,96.88,1939,14.5,1.5,2.24,4.08,0.8,40.6,0.49,6.7,7.7
25.0,77.0,201.0,17.6,0.151,96.78,2651,4.4,2.8,1.31,4.47,0.7,17.2,1.4,0.4,0.8
24.0,79.0,230.0,36.4,0.372,97.57,4371,22.2,20.3,2.38,3.66,11.8,34.2,5.39,0.7,1.1
28.0,77.0,190.0,18.5,0.175,100.39,1742,5.8,5.5,1.4,4.27,0.6,15.0,3.72,0.4,1.4
20.0,85.0,250.0,30.7,0.21,101.34,4604,12.3,0.4,2.16,3.96,0.6,30.6,0.41,5.7,11.1
29.0,78.0,195.0,14.1,0.136,97.28,1478,3.3,0.9,1.03,4.35,0.7,12.9,1.91,0.2,0.4
22.0,81.0,235.0,34.8,0.222,94.58,4664,14.0,4.9,2.42,4.19,2.6,34.6,1.28,1.4,2.9
26.0,83.0,245.0,25.8,0.212,97.96,3733,10.0,0.4,1.84,4.3,0.2,29.8,0.44,3.5,7.9
25.0,77.0,230.0,19.9,0.194,97.24,2783,6.9,5.0,1.33,4.01,2.4,17.8,3.21,0.3,1.1
24.0,73.0,215.0,33.4,0.327,99.99,3688,20.6,15.5,2.34,3.97,9.8,31.2,4.51,0.2,0.9
26.0,79.0,220.0,18.1,0.165,103.06,2247,6.1,2.1,1.43,4.45,0.6,14.8,0.95,0.3,0.8
20.0,80.0,199.0,36.2,0.223,95.46,5915,13.9,5.2,2.49,4.13,4.1,34.6,1.39,3.1,4.1
27.0,74.0,195.0,3.5,0.213,101.92,211,1.6,0.6,0.26,4.37,0.9,3.2,4.78,0.0,0.0
32.0,75.0,200.0,32.1,0.209,97.81,2089,11.2,10.5,2.24,4.19,5.4,29.8,4.71,0.8,0.4
30.0,79.0,230.0,33.8,0.246,98.25,4032,13.1,15.5,2.53,4.2,4.5,36.5,3.52,1.9,4.3
23.0,75.0,210.0,7.5,0.158,100.8,410,2.7,1.2,0.61,4.51,0.8,6.6,2.25,0.0,0.2
29.0,80.0,220.0,19.7,0.194,101.94,1546,7.2,0.6,1.47,4.19,0.1,16.5,0.54,2.7,5.9
22.0,78.0,220.0,31.9,0.21,101.51,5043,13.5,8.0,2.4,4.24,1.7,27.9,1.27,0.5,1.8
30.0,72.0,175.0,22.3,0.193,98.67,2578,8.7,11.1,1.79,4.52,3.6,18.6,5.02,0.2,0.5
26.0,77.0,195.0,4.9,0.143,98.91,223,1.4,0.5,0.34,4.12,0.5,4.8,1.33,0.2,0.1
27.0,84.0,250.0,17.6,0.176,104.7,2119,5.8,0.4,1.32,4.16,0.1,17.0,0.52,2.3,5.4
31.0,73.0,175.0,33.5,0.262,98.11,4782,16.0,13.3,2.58,4.31,7.5,38.2,4.37,1.0,0.8
28.0,82.0,225.0,33.9,0.198,99.27,4417,11.9,4.6,2.27,4.02,3.2,34.5,1.45,0.6,2.1
22.0,78.0,220.0,28.7,0.184,95.9,4690,9.4,5.3,2.06,4.35,2.6,30.0,1.39,0.9,1.5
26.0,79.0,221.0,27.4,0.105,97.9,4180,5.7,1.8,1.84,4.06,0.6,16.7,0.75,0.3,0.4
24.0,83.0,245.0,21.0,0.229,97.68,3499,8.8,0.4,1.51,4.32,0.3,18.9,0.34,2.2,7.0
24.0,74.0,165.0,10.2,0.167,92.38,395,3.0,1.8,0.8,4.66,1.1,8.5,4.64,0.5,0.9
27.0,75.0,203.0,21.9,0.191,93.58,2354,6.9,8.4,1.63,4.47,2.6,21.9,4.48,0.4,0.8
24.0,76.0,214.0,23.0,0.209,98.76,3892,9.4,4.2,1.79,4.66,3.6,23.2,2.19,0.6,0.8
25.0,80.0,229.0,8.2,0.144,102.89,526,2.2,1.3,0.61,4.31,0.3,5.1,1.14,0.0,0.5
26.0,84.0,240.0,25.4,0.159,100.64,2609,7.0,2.4,1.99,4.44,0.4,24.3,0.73,3.6,5.7
25.0,78.0,219.0,21.9,0.159,104.63,2479,7.0,3.0,1.69,4.65,1.0,22.2,1.17,0.7,1.0
27.0,75.0,190.0,33.9,0.248,101.22,5020,17.8,9.4,2.67,4.42,8.9,30.8,3.42,0.7,0.9
28.0,84.0,260.0,20.3,0.121,98.17,2106,4.6,0.7,1.38,3.86,0.5,16.4,0.34,1.3,1.8
31.0,75.0,185.0,27.0,0.166,97.5,4062,7.5,5.9,1.86,4.13,2.4,28.4,2.3,0.6,0.5
29.0,82.0,270.0,19.5,0.115,96.47,2428,3.1,0.2,1.29,3.99,0.1,13.0,0.43,2.0,2.9
23.0,76.0,195.0,11.6,0.181,96.98,628,3.6,2.7,0.9,4.67,1.3,10.6,4.47,0.2,0.4
32.0,73.0,198.0,29.1,0.243,95.97,3970,12.6,7.0,1.98,4.05,8.0,25.2,5.99,0.5,0.3
23.0,78.0,180.0,34.7,0.298,101.41,4102,18.8,23.9,2.43,4.01,8.2,28.1,5.11,0.3,0.7
31.0,80.0,215.0,29.9,0.194,99.88,4532,10.8,5.5,2.04,4.11,1.7,31.6,1.47,0.4,1.8
23.0,79.0,210.0,14.5,0.122,96.42,612,3.3,0.3,1.06,4.41,0.3,9.0,0.81,0.3,1.0
24.0,80.0,225.0,20.8,0.208,100.79,2529,8.0,4.7,1.59,4.31,2.1,18.3,2.02,0.6,1.3
32.0,83.0,260.0,16.5,0.167,98.11,2113,4.7,0.4,1.1,4.03,0.2,17.2,0.26,0.4,2.1
21.0,74.0,190.0,11.1,0.176,93.36,861,3.0,3.2,0.73,3.95,0.9,8.4,6.12,0.2,0.2
26.0,83.0,265.0,16.7,0.177,101.65,1626,5.0,0.1,1.22,4.37,0.1,14.5,0.28,1.5,6.7
25.0,69.0,185.0,34.7,0.254,96.75,5031,15.2,13.7,2.36,4.11,6.8,29.1,6.11,1.2,0.9
23.0,81.0,210.0,10.3,0.147,100.16,1282,2.7,0.4,0.81,4.41,0.1,6.8,0.59,0.9,3.0
32.0,79.0,192.0,15.9,0.165,100.22,2346,4.8,1.2,1.17,4.47,2.8,14.6,2.89,0.7,1.7
28.0,77.0,200.0,25.0,0.168,91.59,3773,7.8,2.6,1.78,4.28,2.5,24.8,1.85,0.6,0.6
23.0,74.0,190.0,28.5,0.193,97.96,4310,10.9,8.1,2.16,4.22,4.5,24.3,3.82,0.3,0.4
24.0,81.0,225.0,13.6,0.194,103.51,1063,5.0,1.2,1.01,4.18,0.9,12.8,0.66,1.6,2.5
20.0,83.0,234.0,25.3,0.237,104.19,3405,11.4,1.8,1.99,4.39,1.4,23.3,0.85,3.3,5.9
31.0,80.0,240.0,35.7,0.319,91.52,2729,20.2,3.9,2.31,3.88,6.9,53.8,1.56,6.7,4.1
31.0,80.0,230.0,25.6,0.128,98.83,3216,5.7,3.0,1.73,4.05,0.2,16.0,1.01,0.6,1.0
25.0,77.0,210.0,21.3,0.137,105.69,2006,5.3,4.5,1.65,4.3,0.4,15.5,2.66,0.6,1.5
21.0,84.0,235.0,17.6,0.166,100.09,2821,5.2,0.6,1.32,4.18,0.3,14.9,0.46,1.9,3.1
21.0,86.0,220.0,5.0,0.191,110.79,374,1.8,0.5,0.37,4.29,0.8,3.7,1.23,0.1,0.1
34.0,83.0,250.0,33.1,0.236,99.82,3642,15.0,0.6,2.31,3.94,4.4,38.7,0.76,2.9,4.8
25.0,77.0,245.0,7.5,0.159,103.95,522,2.6,1.6,0.57,4.22,0.4,4.8,1.18,0.2,0.3
27.0,80.0,220.0,4.7,0.122,101.21,223,1.2,0.4,0.34,4.07,0.2,3.0,1.1,0.0,0.1
23.0,77.0,207.0,31.1,0.245,100.54,3570,14.5,7.4,2.24,4.34,5.5,37.1,2.65,1.4,1.5
22.0,75.0,178.0,17.9,0.202,102.8,2350,7.7,6.1,1.37,4.29,3.7,16.0,3.56,0.1,0.4
20.0,76.0,210.0,13.1,0.16,100.81,1504,3.9,1.9,0.96,4.41,1.0,10.0,1.97,0.5,0.4
21.0,81.0,250.0,28.2,0.209,97.52,4632,10.3,4.3,1.91,4.07,1.5,26.6,1.23,2.7,4.2
23.0,78.0,210.0,13.4,0.111,98.0,1396,3.0,0.5,0.98,4.37,0.5,10.9,0.61,0.1,0.3
29.0,74.0,190.0,29.6,0.183,93.0,4599,8.3,9.2,2.01,4.08,1.7,30.6,3.98,0.7,0.6
23.0,79.0,190.0,6.5,0.181,105.56,504,2.3,0.7,0.51,4.42,0.6,4.8,1.46,0.0,0.3
30.0,76.0,213.0,30.7,0.182,100.41,5203,10.8,4.8,2.15,4.21,3.4,27.0,3.16,0.7,0.7
30.0,74.0,195.0,20.7,0.189,99.53,2615,7.3,4.6,1.62,4.71,3.5,17.6,4.66,0.3,0.5
36.0,81.0,212.0,19.0,0.081,94.85,2882,3.0,0.5,1.28,4.06,0.5,13.1,0.84,0.5,0.9
30.0,77.0,185.0,23.8,0.122,99.32,2214,5.5,5.5,1.79,4.17,1.3,17.8,4.49,0.3,1.2
25.0,83.0,220.0,14.0,0.185,98.73,2008,4.8,0.8,0.98,4.19,0.1,13.5,0.55,1.7,3.1
24.0,71.0,192.0,11.6,0.148,99.16,571,3.0,3.6,0.91,4.36,1.0,8.6,4.39,0.1,0.3
23.0,73.0,167.0,7.6,0.185,104.91,517,2.8,2.0,0.63,4.6,0.7,7.3,2.62,0.1,0.1
27.0,82.0,240.0,20.8,0.125,97.2,3404,4.2,0.3,1.45,4.2,0.0,14.5,0.43,3.8,5.9
25.0,81.0,228.0,19.2,0.107,97.79,1996,4.3,1.2,1.46,4.28,0.4,16.2,0.46,0.5,1.1
30.0,79.0,225.0,33.5,0.206,101.89,3703,13.5,9.7,2.59,4.33,4.7,35.0,2.08,1.5,2.5
35.0,75.0,185.0,18.9,0.194,100.08,2788,6.4,5.0,1.3,4.19,1.6,17.9,3.23,0.7,0.4
30.0,85.0,258.0,32.1,0.166,99.23,4381,7.7,0.3,2.31,4.02,0.1,20.7,0.36,2.8,11.3
29.0,80.0,210.0,35.6,0.227,99.08,4643,14.5,6.5,2.57,4.03,2.8,32.9,1.44,0.9,1.9
29.0,72.0,175.0,24.9,0.203,98.58,4199,9.8,11.1,2.01,4.88,4.4,19.1,5.09,0.3,0.8
28.0,79.0,230.0,34.0,0.3,100.31,4272,18.8,13.6,2.56,4.23,8.7,38.1,3.64,1.1,2.6
32.0,74.0,208.0,24.6,0.204,98.49,3126,9.4,6.4,1.76,4.02,3.2,19.7,4.17,0.4,0.6
33.0,79.0,192.0,15.1,0.118,101.37,2033,3.3,0.9,1.13,4.25,1.4,13.5,2.62,1.0,1.8
27.0,79.0,205.0,31.4,0.237,99.95,4321,14.1,8.7,2.4,4.3,5.7,35.9,2.24,0.7,0.6
25.0,78.0,222.0,19.5,0.212,104.84,1103,8.1,5.1,1.44,4.31,2.0,15.6,2.33,1.2,1.2
31.0,79.0,215.0,14.1,0.115,104.91,1164,3.4,0.2,1.07,4.28,1.2,9.5,0.61,0.3,0.5
36.0,82.0,265.0,16.2,0.145,100.13,2019,3.7,0.1,1.13,3.95,0.1,10.9,0.36,1.8,5.3
20.0,75.0,198.0,14.4,0.252,100.77,1212,6.8,5.1,1.09,4.23,2.0,12.1,3.62,0.2,0.2
