AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,FRONT_CT_TOUCHES,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,PAINT_TOUCHES
24.0,76.0,203.0,27.5,0.163,104.77,3953,9.1,4.2,2.16,4.44,2.3,20.5,2.13,0.6,2.3
31.0,73.0,173.0,10.2,0.181,95.94,835,3.0,2.1,0.75,4.44,1.4,7.8,5.72,0.1,0.3
25.0,79.0,205.0,9.2,0.16,102.02,494,2.8,1.2,0.71,4.28,0.8,6.3,1.38,0.0,0.3
27.0,81.0,210.0,28.8,0.162,92.7,4277,7.9,1.2,1.96,4.11,0.2,29.4,0.4,3.9,6.1
20.0,81.0,185.0,21.7,0.144,103.22,2896,6.8,1.2,1.57,4.15,1.4,13.5,1.25,0.4,1.2
25.0,78.0,201.0,18.2,0.139,99.51,1094,5.3,0.7,1.39,4.61,0.5,16.9,0.85,0.4,1.0
25.0,80.0,216.0,8.8,0.159,104.75,560,2.3,0.6,0.64,4.23,0.3,8.6,0.52,1.0,2.1
24.0,84.0,255.0,32.7,0.16,98.84,5119,9.4,0.0,2.23,4.09,0.1,26.0,0.34,5.0,13.0
22.0,83.0,231.0,28.2,0.183,93.08,4421,8.3,0.4,1.96,4.17,0.1,21.2,0.36,2.4,7.8
28.0,78.0,200.0,24.3,0.196,94.41,3919,8.8,5.8,1.69,4.18,2.8,22.0,4.72,0.2,0.4
31.0,76.0,210.0,20.2,0.204,100.17,1687,8.1,3.4,1.42,4.23,4.0,21.0,1.63,0.4,0.3
25.0,71.0,190.0,11.5,0.213,107.58,974,4.4,3.7,0.85,4.16,2.3,9.5,4.61,0.2,0.5
26.0,76.0,215.0,10.3,0.11,100.39,454,2.2,1.0,0.73,4.31,0.1,6.7,1.29,0.2,0.4
34.0,79.0,226.0,27.5,0.162,98.81,3564,8.4,2.2,2.02,4.41,0.4,27.8,0.46,1.0,2.0
20.0,77.0,220.0,11.9,0.131,104.18,1236,3.1,1.0,0.94,4.47,0.2,6.8,0.7,0.3,1.2
21.0,77.0,204.0,16.2,0.183,102.55,2113,5.9,3.8,1.2,4.22,1.4,12.2,2.13,0.1,0.7
26.0,78.0,210.0,11.7,0.164,103.56,805,4.0,1.1,0.98,4.71,1.2,10.8,1.35,0.1,0.3
35.0,80.0,218.0,13.5,0.089,95.19,1390,2.2,0.4,0.91,4.12,0.3,12.3,0.5,0.2,0.1
30.0,83.0,232.0,30.6,0.135,94.73,4041,6.4,1.7,2.08,4.09,0.2,37.9,0.76,5.1,7.9
22.0,80.0,230.0,30.1,0.189,103.46,3113,11.4,3.7,2.38,4.44,2.6,28.0,1.19,2.1,4.4
30.0,79.0,192.0,19.5,0.14,98.89,3127,4.9,1.9,1.42,4.39,2.3,18.8,3.1,0.7,1.8
28.0,74.0,180.0,30.2,0.16,101.13,4005,9.7,3.3,2.33,4.32,3.7,26.0,1.96,1.0,1.4
26.0,76.0,200.0,11.3,0.161,100.85,732,3.6,1.1,0.88,4.38,0.9,8.4,1.56,0.2,0.5
27.0,82.0,235.0,26.9,0.21,94.0,2880,10.5,1.7,1.82,4.07,1.2,33.1,0.47,2.7,4.5
22.0,79.0,221.0,13.5,0.13,101.49,1514,3.6,1.9,0.96,4.29,2.0,9.9,1.77,0.1,0.0
25.0,76.0,205.0,30.2,0.198,99.5,2878,11.0,11.7,2.28,4.28,4.5,23.5,4.55,0.4,0.5
25.0,82.0,228.0,13.1,0.208,93.25,1244,5.0,1.3,0.96,4.43,0.4,12.9,0.52,1.5,1.9
27.0,78.0,225.0,10.0,0.11,101.21,797,2.3,0.5,0.71,4.08,0.2,6.2,0.57,0.1,0.6
27.0,80.0,225.0,32.9,0.202,102.22,5405,13.3,5.0,2.53,4.32,3.2,30.8,1.13,0.7,1.8
29.0,82.0,245.0,21.9,0.191,102.63,2716,8.3,1.1,1.51,3.84,1.1,19.7,0.51,1.4,2.6
21.0,80.0,180.0,10.8,0.101,104.95,942,2.0,0.8,0.83,4.33,0.1,6.4,1.13,0.2,0.7
24.0,75.0,190.0,17.8,0.169,101.97,1516,5.6,4.9,1.37,4.29,1.9,15.4,3.29,0.1,0.4
25.0,80.0,215.0,31.6,0.221,101.86,2885,14.2,6.8,2.35,4.18,3.5,35.8,1.06,1.1,1.5
36.0,75.0,200.0,26.3,0.197,106.1,3501,10.5,2.7,2.1,4.46,4.4,27.4,1.19,0.6,0.5
30.0,79.0,220.0,22.0,0.158,100.7,3362,6.1,4.0,1.58,4.02,2.5,18.6,4.04,0.5,1.2
33.0,83.0,273.0,9.4,0.143,99.03,1019,2.3,0.4,0.68,4.36,0.2,9.9,0.55,2.2,1.9
28.0,77.0,212.0,17.6,0.122,106.22,1443,4.8,1.6,1.31,4.13,1.0,13.5,0.57,0.2,0.4
28.0,78.0,235.0,27.1,0.183,102.94,4656,10.0,2.1,2.01,4.15,1.7,25.9,0.86,0.4,1.3
28.0,74.0,182.0,18.5,0.207,98.8,953,6.7,4.8,1.38,4.15,3.3,14.2,4.73,0.0,0.2
35.0,72.0,185.0,19.8,0.263,102.73,1612,10.1,10.4,1.52,4.25,4.9,24.1,4.91,0.1,0.3
25.0,77.0,206.0,34.5,0.313,101.21,4943,20.9,9.7,2.47,4.09,11.8,33.0,3.65,1.5,1.6
33.0,75.0,205.0,18.3,0.172,95.9,1905,5.9,2.4,1.27,4.17,2.0,14.7,3.38,0.3,0.4
24.0,77.0,215.0,26.4,0.182,95.51,3938,8.5,8.5,1.87,4.27,1.9,23.8,4.38,0.8,1.6
29.0,75.0,180.0,24.2,0.153,103.08,2546,7.8,1.8,1.88,4.36,2.2,19.1,1.62,0.4,1.2
21.0,78.0,222.0,7.8,0.222,97.84,592,3.4,0.5,0.57,4.38,0.7,7.7,1.48,0.2,1.4
33.0,80.0,215.0,33.9,0.141,99.0,4674,9.7,3.5,2.24,3.98,1.3,26.5,0.87,0.3,0.8
23.0,79.0,221.0,17.6,0.167,99.59,1578,6.0,4.6,1.28,4.06,2.1,15.7,1.74,0.2,0.3
31.0,82.0,240.0,25.7,0.096,98.77,1696,4.5,0.9,1.81,3.91,0.2,17.8,0.31,0.9,2.1
23.0,76.0,210.0,14.4,0.167,103.95,905,4.6,2.3,1.16,4.53,2.3,14.4,2.33,0.3,0.5
25.0,76.0,190.0,14.8,0.148,93.68,2041,3.7,3.4,1.08,4.39,1.2,13.7,4.78,0.3,0.3
22.0,80.0,210.0,34.3,0.28,100.63,4746,18.6,10.8,2.45,4.01,8.4,38.7,2.1,1.4,2.0
28.0,78.0,225.0,12.2,0.164,100.17,1373,3.4,1.9,0.9,4.42,0.4,10.6,1.31,0.4,1.3
24.0,82.0,243.0,32.3,0.177,97.3,3674,9.7,1.1,2.26,3.93,0.1,28.5,0.33,5.8,12.1
20.0,81.0,203.0,12.2,0.123,102.47,1617,2.9,1.2,0.97,4.43,0.4,8.1,0.56,0.3,0.8
24.0,80.0,228.0,27.2,0.208,99.92,4528,10.3,1.4,1.93,4.27,0.5,22.0,0.64,4.2,8.9
25.0,80.0,225.0,34.4,0.257,92.17,5030,14.3,10.5,2.43,4.23,5.4,51.6,2.63,1.5,1.1
33.0,75.0,200.0,30.2,0.158,93.11,2462,8.4,3.1,2.15,4.31,3.1,37.8,3.44,0.4,0.4
29.0,83.0,250.0,10.0,0.137,97.29,957,2.3,0.3,0.72,4.32,0.2,10.4,0.43,1.3,1.4
27.0,82.0,235.0,18.1,0.284,101.34,764,10.3,4.4,1.31,4.33,3.2,19.3,1.09,2.1,3.2
24.0,84.0,275.0,27.4,0.241,101.57,4171,11.5,0.7,1.99,4.08,0.4,34.2,0.51,4.8,7.5
35.0,76.0,190.0,13.7,0.113,97.03,1274,2.8,2.1,1.03,4.51,1.1,10.6,4.13,0.0,0.1
30.0,76.0,190.0,28.2,0.209,98.09,2026,11.4,3.4,2.17,4.63,3.3,33.7,1.13,1.3,0.7
25.0,84.0,242.0,23.2,0.202,98.79,3791,9.1,4.4,1.67,4.33,1.8,26.6,0.6,2.0,1.3
25.0,80.0,228.0,27.8,0.199,97.28,4222,9.8,1.4,1.95,4.21,0.3,21.4,0.68,4.2,8.7
26.0,79.0,205.0,15.1,0.128,97.64,953,4.1,0.4,1.1,4.41,0.4,12.8,0.48,0.6,0.9
22.0,83.0,239.0,10.7,0.185,98.92,445,3.7,0.2,0.82,4.56,0.3,11.7,0.3,1.4,3.1
33.0,80.0,235.0,24.3,0.216,100.03,3445,9.7,2.3,1.79,4.13,0.4,32.7,0.92,5.2,6.0
23.0,80.0,225.0,19.1,0.187,103.21,2548,7.5,2.8,1.47,4.31,2.5,14.9,1.76,0.3,0.7
20.0,80.0,250.0,21.4,0.15,99.66,3020,6.0,0.1,1.62,4.3,0.1,17.1,0.4,2.2,6.4
33.0,76.0,207.0,22.0,0.162,99.33,2103,7.3,1.6,1.63,4.28,2.5,19.6,1.06,0.1,0.1
25.0,85.0,245.0,26.7,0.13,99.84,3831,6.2,0.4,2.04,4.39,0.1,21.7,0.43,4.0,8.0
31.0,73.0,190.0,20.1,0.178,104.08,3059,6.7,12.3,1.67,4.61,1.8,18.5,4.58,0.4,0.4
33.0,80.0,250.0,24.5,0.18,95.19,3935,7.8,3.1,1.72,4.22,1.0,34.0,0.81,1.8,2.6
28.0,77.0,209.0,22.8,0.113,104.8,3431,5.6,1.7,1.78,4.37,0.2,14.2,0.75,0.2,1.6
28.0,80.0,226.0,15.3,0.128,95.24,2474,3.6,2.1,1.07,4.18,0.8,19.2,1.16,0.3,0.2
29.0,78.0,218.0,22.0,0.163,104.87,2295,6.8,3.8,1.62,4.1,1.4,19.3,1.05,0.2,0.6
29.0,80.0,208.0,13.6,0.106,100.37,1482,3.0,1.1,1.01,4.12,1.0,8.3,1.33,0.2,0.5
22.0,80.0,250.0,33.9,0.257,97.28,3502,16.0,7.7,2.44,4.34,2.7,36.5,1.35,2.2,3.4
24.0,82.0,235.0,23.5,0.202,100.03,1763,9.1,2.5,1.77,4.26,0.9,20.1,0.81,1.8,4.5
27.0,83.0,242.0,32.9,0.34,103.12,4743,18.6,11.7,2.33,3.97,6.6,34.7,2.55,4.0,6.7
25.0,79.0,270.0,15.6,0.187,98.51,2481,5.0,0.2,1.02,3.95,0.2,12.1,0.4,4.1,4.8
20.0,85.0,223.0,9.9,0.181,94.13,1098,3.2,0.3,0.77,4.67,0.1,7.5,0.33,1.0,1.8
32.0,82.0,234.0,27.9,0.167,99.44,4188,9.1,3.3,2.02,4.07,1.0,30.3,0.76,0.9,2.8
26.0,80.0,226.0,36.2,0.25,92.88,5600,15.0,11.6,2.56,4.26,5.1,51.1,2.51,1.8,1.3
30.0,81.0,235.0,21.0,0.181,94.54,2639,7.0,1.0,1.47,4.2,0.5,20.6,0.43,3.0,3.7
22.0,75.0,202.0,9.4,0.167,102.09,557,2.7,1.7,0.72,4.54,0.4,8.4,2.43,0.3,0.8
23.0,76.0,220.0,30.5,0.194,102.95,4376,11.8,9.5,2.3,4.23,1.6,21.9,2.63,0.4,2.3
33.0,84.0,250.0,31.4,0.261,100.36,3933,14.8,2.1,2.08,3.99,1.3,44.2,0.66,9.2,7.1
32.0,72.0,205.0,32.2,0.211,99.37,5197,12.1,8.2,2.24,4.21,4.6,30.9,3.34,0.3,1.1
24.0,81.0,220.0,17.1,0.205,97.48,2494,6.6,1.7,1.35,4.38,0.2,17.1,0.59,0.8,2.8
34.0,75.0,200.0,28.1,0.124,94.25,3970,6.3,3.6,1.99,4.26,2.9,29.7,3.72,0.6,0.4
27.0,77.0,215.0,28.9,0.207,94.03,4528,10.6,4.7,2.11,4.38,4.5,36.4,1.59,0.9,0.8
25.0,75.0,190.0,34.9,0.268,98.58,5750,18.0,10.1,2.6,4.49,8.1,32.9,4.26,0.9,1.0
36.0,82.0,220.0,11.4,0.142,97.28,1423,3.0,0.7,0.78,4.11,0.9,8.9,0.87,0.3,0.2
27.0,81.0,220.0,35.9,0.287,97.0,5435,18.0,7.5,2.5,4.17,7.1,41.0,2.28,1.9,1.6
27.0,83.0,265.0,33.7,0.155,97.09,5239,6.6,0.2,2.17,3.86,0.0,23.8,0.19,2.4,9.6
28.0,82.0,245.0,3.9,0.122,99.03,266,0.7,0.1,0.26,3.98,0.1,2.7,0.6,0.5,0.5
22.0,83.0,243.0,26.5,0.148,101.55,3922,6.6,0.3,1.9,4.05,0.0,24.2,0.31,3.7,8.7
23.0,77.0,230.0,35.3,0.191,93.36,5355,11.2,6.7,2.29,3.91,2.7,36.4,2.82,0.6,2.4
21.0,81.0,217.0,12.2,0.193,105.02,1068,4.3,3.1,0.92,4.26,0.7,10.8,2.22,0.1,0.7
32.0,81.0,248.0,15.8,0.236,100.61,1193,6.9,0.4,1.09,4.15,0.5,18.0,0.55,1.8,3.5
25.0,82.0,210.0,14.1,0.168,98.63,2237,4.8,1.2,1.09,4.64,0.7,13.6,0.5,0.3,0.7
30.0,74.0,190.0,22.5,0.214,96.75,2772,7.3,7.9,1.53,4.08,1.8,19.0,5.18,0.3,0.8
30.0,81.0,236.0,12.6,0.123,96.87,1148,3.1,0.8,0.98,4.37,0.5,10.9,0.7,0.2,1.2
25.0,79.0,217.0,29.2,0.121,95.73,4643,6.8,1.7,1.95,4.02,0.7,18.7,1.04,0.4,0.5
25.0,75.0,200.0,22.5,0.247,103.93,3415,10.4,9.0,1.73,4.28,2.8,25.1,2.4,0.3,0.9
21.0,75.0,215.0,33.4,0.283,97.65,5364,17.2,13.3,2.34,4.22,7.0,35.2,3.8,0.7,1.0
22.0,83.0,254.0,18.3,0.178,99.35,2243,5.6,0.3,1.28,4.0,0.1,14.9,0.59,4.1,6.1
25.0,77.0,225.0,20.4,0.123,104.57,1555,5.5,2.3,1.61,4.45,0.7,14.3,0.75,0.1,1.0
27.0,78.0,215.0,19.7,0.164,93.7,1796,5.1,4.1,1.38,4.25,0.8,21.4,1.45,0.5,0.9
25.0,80.0,236.0,15.5,0.134,99.56,1672,4.0,1.1,1.11,3.99,0.3,13.9,0.86,1.0,1.6
25.0,76.0,209.0,23.5,0.153,99.65,3398,6.0,4.5,1.82,4.65,0.3,16.4,2.02,0.7,2.3
20.0,77.0,170.0,8.5,0.23,97.42,654,3.1,3.3,0.65,4.62,0.7,7.1,4.67,0.2,0.4
25.0,82.0,278.0,15.6,0.216,92.34,2364,5.7,0.2,1.09,4.18,0.7,15.5,0.59,2.5,4.0
23.0,76.0,210.0,10.1,0.144,98.78,621,2.4,4.6,0.79,4.43,0.4,7.5,5.02,0.1,0.2
29.0,73.0,205.0,29.1,0.225,104.43,4948,12.4,11.1,2.2,4.26,3.3,23.5,4.02,0.5,1.8
20.0,80.0,219.0,5.5,0.183,104.26,265,1.9,0.9,0.42,4.27,0.3,4.0,1.0,0.0,0.5
24.0,78.0,220.0,28.2,0.266,94.09,3983,12.5,12.4,1.92,4.09,1.8,32.9,3.66,1.6,2.1
24.0,79.0,210.0,16.3,0.148,101.85,2010,4.7,2.2,1.26,4.33,0.3,13.5,0.59,0.4,1.4
29.0,75.0,215.0,32.4,0.231,99.29,3027,13.4,8.0,2.35,4.07,3.8,28.1,2.44,0.4,0.6
27.0,77.0,200.0,30.3,0.181,98.27,3647,10.5,6.3,2.26,4.28,3.5,28.3,2.28,0.5,1.1
24.0,78.0,205.0,10.3,0.18,100.84,1059,3.4,1.8,0.72,4.16,0.4,8.1,1.5,0.2,0.9
27.0,83.0,255.0,14.2,0.181,101.94,1914,4.8,0.1,1.07,4.18,0.2,15.3,0.48,2.2,5.0
34.0,73.0,185.0,8.3,0.273,95.7,481,4.1,1.4,0.59,4.23,2.3,7.5,5.36,0.1,0.1
26.0,78.0,205.0,33.1,0.229,99.13,3893,15.0,5.2,2.34,4.28,4.5,39.9,1.45,1.1,1.2
20.0,80.0,235.0,12.0,0.141,101.4,1266,3.0,0.0,0.92,4.29,0.1,7.4,0.33,1.4,3.7
28.0,75.0,175.0,16.2,0.185,106.16,2159,6.4,2.7,1.26,4.36,2.2,17.0,2.37,0.5,0.5
23.0,77.0,215.0,15.8,0.118,101.64,2427,3.2,2.2,1.2,4.55,0.2,11.2,1.46,0.2,0.8
24.0,76.0,190.0,16.7,0.173,104.62,836,5.4,6.1,1.4,5.0,0.4,14.3,3.81,0.1,0.7
27.0,82.0,245.0,19.1,0.116,92.53,1541,3.4,0.4,1.28,4.03,0.4,15.3,0.46,2.7,2.7
37.0,79.0,238.0,24.5,0.228,99.23,3493,11.3,1.0,1.55,3.61,6.2,20.0,1.46,0.7,0.7
30.0,73.0,186.0,35.2,0.186,102.1,5393,10.9,13.0,2.42,4.1,2.6,32.1,4.66,1.1,1.9
28.0,80.0,245.0,24.1,0.144,100.04,3252,6.6,0.4,1.74,4.07,0.1,25.3,0.39,2.9,5.6
25.0,76.0,230.0,29.2,0.161,102.71,4360,8.9,4.6,2.12,4.17,0.4,22.4,1.6,1.2,3.9
23.0,80.0,202.0,36.3,0.228,97.56,6052,15.9,7.7,2.43,4.01,5.7,31.7,1.95,0.5,2.3
28.0,80.0,212.0,31.3,0.165,96.01,4359,9.3,3.1,2.14,4.13,1.0,34.1,1.12,0.8,3.2
22.0,81.0,240.0,23.3,0.147,101.48,3541,6.2,0.5,1.73,4.13,0.1,15.8,0.42,2.8,6.5
36.0,77.0,195.0,26.9,0.239,98.45,4401,11.9,5.0,1.77,3.97,6.4,26.5,3.09,1.1,0.4
25.0,84.0,240.0,24.4,0.168,98.13,3786,6.5,0.2,1.76,4.09,0.1,20.2,0.48,4.5,8.8
33.0,77.0,220.0,36.9,0.248,96.78,3953,14.6,13.5,2.34,3.55,7.7,34.3,4.72,0.3,0.7
29.0,79.0,225.0,24.5,0.194,103.7,3505,10.1,4.0,2.06,4.7,1.3,21.9,0.72,0.4,2.3
31.0,72.0,175.0,26.3,0.186,104.48,3895,10.1,10.7,2.1,4.46,4.4,20.6,4.3,0.1,0.5
36.0,78.0,215.0,19.9,0.121,103.94,902,4.2,1.1,1.51,4.21,0.8,16.0,1.71,0.9,1.7
21.0,81.0,265.0,11.4,0.18,102.7,951,3.6,0.3,0.87,4.26,0.0,11.3,0.65,1.5,4.0
39.0,74.0,185.0,18.4,0.096,95.03,2695,3.3,1.6,1.32,4.31,0.5,13.0,1.38,0.4,0.4
24.0,82.0,245.0,26.6,0.228,98.25,4399,10.4,1.9,1.68,3.8,2.3,26.8,0.55,3.0,4.3
33.0,84.0,281.0,19.1,0.169,103.69,2933,6.0,0.3,1.35,4.05,0.2,17.0,0.7,1.6,6.0
23.0,76.0,205.0,8.2,0.186,99.05,558,3.0,2.1,0.6,4.1,0.5,7.8,3.73,0.0,0.4
29.0,75.0,190.0,31.0,0.199,103.53,4337,10.6,12.4,2.35,4.25,4.2,24.2,4.83,0.4,0.5
20.0,78.0,220.0,32.6,0.273,98.71,4290,16.1,14.6,2.49,4.28,5.1,30.5,3.9,0.7,1.2
37.0,81.0,232.0,18.2,0.099,96.74,1897,3.2,0.1,1.32,4.08,0.1,10.7,0.41,1.3,3.2
22.0,78.0,210.0,35.0,0.32,102.17,4771,19.6,13.9,2.57,4.11,9.3,38.9,4.12,1.4,1.6
26.0,80.0,230.0,34.4,0.239,100.39,5669,16.2,4.0,2.5,4.37,1.9,40.5,0.71,4.0,6.7
31.0,78.0,214.0,22.0,0.218,103.25,2422,9.0,4.8,1.59,4.04,4.6,21.2,2.34,0.3,0.4
27.0,77.0,219.0,12.8,0.124,100.21,1313,3.2,1.5,0.98,4.3,0.5,9.5,1.36,0.1,0.6
23.0,75.0,185.0,23.3,0.183,100.37,1217,8.6,6.2,1.67,4.36,3.7,21.2,3.32,0.2,0.7
24.0,82.0,220.0,20.2,0.225,94.41,3256,7.6,2.4,1.4,4.18,1.6,20.5,0.79,0.6,2.2
22.0,80.0,225.0,23.6,0.18,96.88,3483,8.3,2.7,1.77,4.21,1.0,20.0,1.16,1.2,4.2
19.0,82.0,233.0,21.3,0.194,102.46,3709,7.7,1.3,1.56,4.4,0.2,19.9,0.43,1.5,3.4
27.0,74.0,180.0,31.2,0.229,97.72,2918,13.6,4.4,2.32,4.5,3.4,34.8,1.33,1.2,1.4
31.0,83.0,265.0,22.0,0.136,102.91,2650,5.1,0.1,1.41,3.62,0.0,20.6,0.24,3.0,6.9
33.0,75.0,200.0,34.3,0.264,102.57,5730,15.8,16.9,2.39,3.91,5.1,30.5,4.29,0.7,2.5
29.0,81.0,225.0,27.7,0.242,98.85,4729,11.9,4.6,1.75,3.8,0.8,29.5,1.03,2.9,3.8
27.0,73.0,205.0,33.0,0.275,101.56,4600,15.7,15.0,2.34,4.27,6.8,31.1,4.32,0.8,1.3
24.0,80.0,194.0,34.8,0.24,101.57,5379,16.6,8.0,2.51,4.04,6.2,34.8,2.24,0.8,2.2
23.0,82.0,245.0,20.9,0.184,100.99,2487,7.2,0.7,1.47,4.22,0.2,25.0,0.4,5.2,6.1
29.0,82.0,251.0,34.0,0.285,98.54,4036,17.2,7.0,2.15,3.83,4.3,51.0,1.95,3.9,3.2
32.0,79.0,210.0,25.9,0.192,99.81,3231,10.6,1.8,1.76,4.08,4.3,24.1,1.3,0.5,0.6
23.0,79.0,204.0,9.3,0.22,101.27,532,4.1,1.9,0.76,4.56,1.1,9.6,2.89,0.1,0.7
26.0,84.0,240.0,20.3,0.144,100.68,2301,5.6,0.8,1.56,4.32,0.7,18.9,0.62,3.8,5.6
21.0,81.0,270.0,29.2,0.162,100.79,2630,8.0,0.6,2.13,4.09,0.3,25.2,0.45,4.4,9.0
24.0,78.0,230.0,10.9,0.162,100.46,1093,3.1,2.2,0.83,4.5,0.3,9.9,1.46,0.1,0.5
24.0,76.0,215.0,12.4,0.169,98.71,609,4.1,1.2,0.89,4.31,1.1,13.0,1.04,0.3,0.3
24.0,81.0,230.0,26.7,0.133,96.75,3991,5.9,5.2,1.96,4.41,0.9,24.6,1.58,0.8,2.4
32.0,81.0,237.0,25.7,0.145,100.05,4182,7.2,1.3,1.86,4.35,0.7,23.7,0.3,1.1,1.7
27.0,82.0,251.0,31.5,0.233,93.82,4744,12.7,1.7,2.1,4.01,1.5,37.8,0.47,2.1,4.4
25.0,77.0,198.0,10.1,0.174,108.09,1415,3.5,2.8,0.85,4.61,0.6,8.4,2.99,0.2,0.6
32.0,80.0,218.0,29.0,0.228,97.78,3191,12.8,3.7,1.94,3.79,6.1,27.1,1.45,1.3,0.7
27.0,80.0,200.0,35.0,0.209,96.9,4948,12.5,5.3,2.53,4.36,4.7,48.2,1.94,1.3,1.3
25.0,79.0,210.0,22.7,0.154,100.02,3258,6.8,3.1,1.62,4.01,1.3,17.9,1.66,0.1,0.4
22.0,81.0,214.0,15.3,0.173,100.89,2354,4.7,4.1,1.16,4.56,0.4,14.4,2.69,0.4,0.6
33.0,75.0,185.0,20.0,0.168,100.05,2658,5.8,4.2,1.38,4.16,1.1,20.6,2.07,0.9,0.7
29.0,77.0,220.0,36.8,0.396,98.06,5851,24.5,19.6,2.37,3.63,13.7,27.7,5.92,0.4,0.9
33.0,78.0,215.0,24.8,0.135,102.7,3620,7.0,1.6,1.99,4.52,1.4,20.8,0.74,0.5,1.1
23.0,82.0,262.0,30.8,0.237,91.56,4346,12.4,0.9,2.1,4.1,0.8,44.6,0.43,8.4,7.6
22.0,74.0,190.0,8.0,0.168,101.06,657,2.7,1.9,0.61,4.52,1.0,8.1,4.02,0.2,0.5
28.0,80.0,208.0,17.1,0.139,99.67,1957,4.7,1.7,1.25,4.19,2.3,12.2,2.34,0.1,0.5
29.0,75.0,195.0,20.1,0.207,100.73,2697,8.4,1.0,1.56,4.33,1.7,19.0,0.93,0.5,0.6
23.0,77.0,215.0,23.2,0.133,100.37,3047,6.0,1.9,1.69,4.4,0.9,15.2,1.6,0.4,1.0
22.0,84.0,280.0,21.4,0.232,99.19,2869,8.2,0.3,1.49,4.16,0.2,26.3,0.58,3.0,5.9
33.0,73.0,196.0,34.1,0.191,101.37,4690,11.4,7.8,2.4,3.95,4.3,33.8,3.2,0.6,1.4
21.0,75.0,175.0,31.4,0.238,105.57,5606,13.6,12.2,2.47,4.41,5.6,22.7,4.26,0.3,0.8
28.0,73.0,185.0,30.7,0.14,100.88,4321,8.1,7.8,2.27,4.45,1.5,21.1,3.4,0.6,1.6
21.0,78.0,215.0,7.6,0.125,100.97,466,2.0,0.4,0.55,4.36,0.2,6.1,0.66,0.1,0.3
22.0,77.0,185.0,37.2,0.215,95.05,3454,15.1,5.6,2.71,4.39,5.8,40.8,2.24,0.8,0.9
34.0,74.0,185.0,34.5,0.293,100.83,4649,19.1,9.6,2.54,4.15,9.0,30.9,4.06,0.7,1.4
31.0,74.0,195.0,16.4,0.158,97.69,806,4.9,4.1,1.24,4.53,2.5,13.0,6.1,0.5,0.8
29.0,73.0,184.0,34.9,0.308,99.38,5933,20.5,15.2,2.55,4.13,10.3,31.4,5.04,0.4,0.6
29.0,75.0,190.0,18.8,0.166,99.77,2104,5.3,3.9,1.31,4.23,2.1,21.5,3.32,0.2,0.3
21.0,85.0,240.0,20.6,0.119,101.08,2852,4.4,0.0,1.54,4.18,0.0,13.2,0.28,1.7,6.2
26.0,82.0,245.0,32.1,0.174,98.34,5126,11.1,0.9,2.11,3.96,0.6,24.3,0.35,3.1,4.6
25.0,81.0,255.0,16.5,0.139,102.01,2272,4.6,0.3,1.17,4.27,0.1,17.6,0.26,2.3,4.4
21.0,84.0,221.0,16.3,0.174,99.7,1590,5.2,0.4,1.23,4.23,0.3,14.1,0.46,2.0,3.4
23.0,78.0,230.0,14.4,0.135,97.83,1578,3.8,1.7,1.04,4.42,0.7,9.9,1.17,0.3,0.5
27.0,83.0,265.0,27.7,0.118,99.08,3320,5.3,0.4,2.0,4.11,0.1,23.1,0.49,4.1,7.8
32.0,78.0,240.0,8.8,0.104,95.3,504,1.6,0.2,0.56,3.81,0.0,5.2,0.36,1.3,2.2
24.0,76.0,201.0,17.6,0.213,102.23,2286,7.5,3.6,1.37,4.33,1.7,15.4,2.21,0.3,0.8
22.0,81.0,210.0,6.8,0.208,102.07,374,3.0,1.2,0.55,4.42,0.2,6.6,0.94,0.6,1.6
32.0,74.0,190.0,17.3,0.171,98.03,922,5.3,6.3,1.32,4.25,2.3,15.7,4.37,0.3,0.2
27.0,78.0,190.0,13.3,0.176,105.79,820,4.4,5.9,1.06,4.46,0.8,8.9,4.59,0.2,0.8
21.0,77.0,196.0,9.4,0.151,102.96,1243,2.9,1.0,0.69,4.48,0.5,6.7,1.29,0.2,0.4
21.0,85.0,225.0,18.0,0.13,103.3,1771,4.3,1.0,1.33,4.17,0.2,15.6,0.39,0.9,1.8
27.0,81.0,215.0,11.7,0.161,102.15,940,3.6,1.1,0.95,4.54,0.4,9.1,1.07,0.3,0.8
25.0,80.0,235.0,27.7,0.204,99.48,2868,10.0,4.6,1.98,4.06,3.2,25.8,2.83,1.3,3.8
31.0,83.0,240.0,28.2,0.173,100.95,3616,8.0,4.4,2.06,4.07,1.0,28.3,0.82,1.3,2.7
32.0,78.0,180.0,30.3,0.138,103.14,4684,8.7,2.3,2.35,4.35,1.7,21.6,0.98,0.3,1.1
26.0,81.0,243.0,14.9,0.15,98.06,1901,3.7,0.2,1.06,4.29,0.2,15.1,0.34,1.3,3.4
29.0,78.0,225.0,29.3,0.212,98.89,3818,12.6,6.5,2.16,4.2,4.7,26.7,1.99,0.4,0.5
29.0,81.0,254.0,30.2,0.181,99.12,3547,9.9,2.2,2.17,4.05,0.4,32.8,0.77,3.9,10.5
20.0,74.0,195.0,15.5,0.151,99.57,1184,4.2,4.1,1.16,4.51,1.5,10.1,5.37,0.1,0.2
