PLAYER_NAME,SEASON,DIST_MILES,PACE,POSS,FRONT_CT_TOUCHES,MIN,FGA_PG,USG_PCT,PAINT_TOUCHES,AVG_SPEED,AVG_DRIB_PER_TOUCH,INJURED_TYPE,INJURY
Kevin Knox II,20-21,0.83,99.38,962,8.8,11.1,3.4,0.152,0.3,4.25,0.77,No_injury,0
Kevin Love,20-21,1.66,100.57,1309,33.9,24.9,10.1,0.211,2.3,3.78,0.44,No_injury,0
Kevin Porter Jr.,20-21,2.36,102.69,1788,31.7,32.1,14.1,0.247,0.9,4.14,4.18,No_injury,0
Kevon Looney,20-21,1.36,102.37,2467,19.1,19.0,3.2,0.092,3.4,4.07,0.55,Sprained_ankle,1
Khem Birch,20-21,1.75,99.71,3171,18.4,22.8,5.7,0.133,5.4,4.3,0.63,No_injury,0
Khris Middleton,20-21,2.5,103.55,4887,32.2,33.4,15.8,0.245,1.7,4.23,2.86,Sore_ankle,1
Khris Middleton,20-21,2.5,103.55,4887,32.2,33.4,15.8,0.245,1.7,4.23,2.86,Sore_knee,1
Killian Hayes,20-21,1.97,100.12,1403,21.8,25.8,7.7,0.185,0.3,4.32,4.59,No_injury,0
Kira Lewis Jr.,20-21,1.32,102.61,1937,13.1,16.7,6.2,0.176,0.5,4.47,3.54,No_injury,0
Kristaps Porzingis,20-21,2.08,98.93,2729,35.8,30.9,15.9,0.259,6.4,3.91,0.53,Sore_knee,1
Kristaps Porzingis,20-21,2.08,98.93,2729,35.8,30.9,15.9,0.259,6.4,3.91,0.53,Sprained_ankle,1
Kyle Anderson,20-21,2.01,102.34,4018,23.8,27.4,9.5,0.181,1.3,4.18,1.65,No_injury,0
Kyle Guy,20-21,0.63,104.91,517,7.3,7.6,2.8,0.185,0.1,4.6,2.62,No_injury,0
Kyle Kuzma,20-21,2.19,99.72,4070,27.0,28.7,11.1,0.198,2.2,4.28,1.47,No_injury,0
Kyle Lowry,20-21,2.43,101.38,3385,36.4,34.8,13.0,0.209,0.9,3.9,3.08,No_injury,0
Kyrie Irving,20-21,2.46,101.13,3976,29.4,34.9,20.1,0.297,1.9,3.98,3.83,No_injury,0
LaMarcus Aldridge,20-21,1.8,99.89,1406,29.7,25.9,11.4,0.224,2.9,3.93,0.58,Sore_knee,1
LaMelo Ball,20-21,2.32,103.35,3169,30.1,28.8,13.2,0.247,1.6,4.54,3.64,No_injury,0
Lamar Stevens,20-21,0.96,100.57,1042,9.2,12.5,3.4,0.152,1.1,4.3,1.07,No_injury,0
Landry Shamet,20-21,1.81,101.34,2972,17.9,23.0,7.5,0.164,0.4,4.45,2.01,Sprained_ankle,1
Langston Galloway,20-21,0.86,102.21,934,8.4,10.9,3.7,0.163,0.3,4.44,1.3,No_injury,0
Larry Nance Jr.,20-21,2.25,97.85,2220,30.0,31.2,7.8,0.139,5.6,4.06,0.87,No_injury,0
Lauri Markkanen,20-21,1.96,100.78,2780,21.5,25.8,10.2,0.197,2.3,4.3,0.63,No_injury,0
LeBron James,20-21,2.13,100.41,3145,38.3,33.4,18.3,0.31,2.2,3.58,3.4,Sore_ankle,1
Lonnie Walker IV,20-21,1.85,100.05,3168,19.8,25.4,10.2,0.199,0.5,4.15,2.15,No_injury,0
Lonzo Ball,20-21,2.41,100.81,3683,31.6,31.8,12.7,0.202,0.8,4.3,2.62,No_injury,0
Lou Williams,20-21,1.5,101.69,3025,16.8,21.6,9.8,0.244,0.3,3.89,3.97,No_injury,0
Luguentz Dort,20-21,2.16,101.09,3242,25.4,29.7,12.3,0.218,1.0,4.12,2.62,Sore_knee,1
Luka Doncic,20-21,2.32,99.4,4676,30.5,34.3,20.5,0.35,1.0,3.87,5.53,No_injury,0
Luka Samanic,20-21,0.75,101.47,648,6.2,9.3,3.2,0.187,0.8,4.51,0.88,No_injury,0
Luke Kennard,20-21,1.45,99.0,2535,15.6,19.6,6.6,0.166,0.5,4.22,2.09,No_injury,0
Luke Kornet,20-21,0.83,102.37,746,11.1,11.2,3.3,0.135,1.7,4.2,0.34,No_injury,0
Malachi Flynn,20-21,1.52,101.04,1958,18.0,19.7,7.2,0.183,0.2,4.3,3.72,No_injury,0
Malcolm Brogdon,20-21,2.59,101.02,4056,37.0,34.5,17.5,0.257,1.4,4.21,4.41,Sore_knee,1
Malcolm Brogdon,20-21,2.59,101.02,4056,37.0,34.5,17.5,0.257,1.4,4.21,4.41,Sore_lower_back,1
Malik Beasley,20-21,2.54,102.1,2577,32.8,32.8,16.2,0.235,1.2,4.33,1.69,No_injury,0
Malik Monk,20-21,1.58,101.97,1874,21.9,20.9,9.5,0.227,0.4,4.25,2.44,No_injury,0
Marc Gasol,20-21,1.25,99.96,2068,21.3,19.1,3.7,0.117,1.9,3.71,0.33,No_injury,0
Marcus Morris Sr.,20-21,1.83,98.69,3089,23.1,26.3,10.2,0.194,1.0,3.88,1.05,No_injury,0
Marcus Smart,20-21,2.32,101.16,3332,29.3,32.9,10.6,0.179,1.5,3.95,2.98,No_injury,0
Markieff Morris,20-21,1.34,100.47,2512,16.8,19.7,6.2,0.16,1.5,3.82,0.57,Sprained_ankle,1
Markus Howard,20-21,0.44,107.97,465,4.8,5.5,2.9,0.25,0.1,4.4,4.72,No_injury,0
Marvin Bagley III,20-21,1.98,101.26,2345,21.8,25.9,11.4,0.229,5.8,4.46,0.78,No_injury,0
Mason Jones,20-21,0.81,105.91,730,12.1,10.5,3.8,0.217,0.3,4.48,3.18,No_injury,0
Mason Plumlee,20-21,1.99,98.52,3076,32.7,26.8,6.8,0.163,7.6,4.23,1.02,No_injury,0
Matisse Thybulle,20-21,1.53,101.86,2741,12.2,20.0,3.7,0.09,0.8,4.29,0.74,No_injury,0
Matt Thomas,20-21,0.6,102.28,695,7.4,7.3,2.8,0.187,0.2,4.74,1.44,No_injury,0
Maurice Harkless,20-21,1.57,102.73,1654,11.9,20.9,4.5,0.114,1.0,4.25,0.93,No_injury,0
Max Strus,20-21,1.0,98.32,1039,9.0,13.0,4.8,0.179,0.4,4.42,0.61,No_injury,0
Maxi Kleber,20-21,1.85,100.1,2799,17.5,26.8,5.5,0.103,1.3,3.96,0.33,Sprained_ankle,1
Mfiondu Kabengele,20-21,0.54,102.94,597,6.2,7.2,2.3,0.168,1.0,4.18,0.46,No_injury,0
Michael Carter-Williams,20-21,1.95,101.36,1685,18.5,25.8,8.7,0.198,1.8,4.29,5.06,No_injury,0
Michael Porter Jr.,20-21,2.28,98.1,3924,25.0,31.3,13.4,0.214,3.9,4.14,1.09,No_injury,0
Mikal Bridges,20-21,2.5,98.32,4800,22.6,32.6,9.3,0.147,2.1,4.37,0.89,No_injury,0
Mike Conley,20-21,2.21,101.52,3176,30.9,29.4,12.5,0.224,0.5,4.25,4.2,Sore_knee,1
Mike Muscala,20-21,1.42,102.92,1388,21.2,18.4,7.6,0.194,1.7,4.34,0.33,No_injury,0
Mike Scott,20-21,1.24,101.9,1806,13.6,16.7,4.1,0.116,0.4,4.18,0.48,No_injury,0
Miles Bridges,20-21,2.24,100.77,4047,25.8,29.3,9.4,0.17,3.2,4.3,1.07,No_injury,0
Mitchell Robinson,20-21,1.99,96.39,1707,16.0,27.5,5.7,0.114,7.4,4.19,0.35,No_injury,0
Miye Oni,20-21,0.75,101.61,1097,6.2,9.6,1.8,0.095,0.4,4.37,0.83,No_injury,0
Mo Bamba,20-21,1.15,101.09,1523,15.2,15.8,6.5,0.21,3.9,4.1,0.59,No_injury,0
Monte Morris,20-21,1.86,98.88,2464,22.6,25.5,8.2,0.161,0.7,4.14,3.6,No_injury,0
Montrezl Harrell,20-21,1.6,99.78,3283,21.6,22.9,8.7,0.211,6.5,3.9,0.77,No_injury,0
Moritz Wagner,20-21,1.19,104.8,1568,14.7,16.0,5.1,0.178,2.4,4.29,0.51,No_injury,0
Moses Brown,20-21,1.56,104.74,2010,11.6,21.4,6.2,0.157,7.6,4.24,0.29,No_injury,0
Mychal Mulder,20-21,1.0,105.81,1695,9.6,12.8,4.4,0.157,0.4,4.43,0.82,No_injury,0
Myles Turner,20-21,2.29,100.71,3047,22.3,31.0,9.2,0.167,3.7,4.17,0.51,Sprained_ankle,1
Naji Marshall,20-21,1.71,105.1,1530,17.7,21.9,6.5,0.16,0.9,4.39,1.67,No_injury,0
Nassir Little,20-21,0.99,99.06,1317,6.9,13.3,3.5,0.135,0.8,4.32,1.19,No_injury,0
Nate Hinton,20-21,0.35,104.12,204,4.0,4.4,2.0,0.217,0.0,4.35,3.08,No_injury,0
Nathan Knight,20-21,0.63,100.55,588,6.9,8.4,3.0,0.207,1.7,4.18,0.86,No_injury,0
Naz Reid,20-21,1.43,104.06,2915,22.3,19.2,8.3,0.218,3.5,4.19,0.68,No_injury,0
Nemanja Bjelica,20-21,1.14,100.53,1254,17.4,16.1,5.3,0.179,1.3,4.16,0.85,No_injury,0
Nerlens Noel,20-21,1.85,96.74,3106,12.4,24.2,3.5,0.092,5.2,4.31,0.42,Sore_knee,1
Nerlens Noel,20-21,1.85,96.74,3106,12.4,24.2,3.5,0.092,5.2,4.31,0.42,Sprained_ankle,1
Nic Claxton,20-21,1.4,100.65,1248,14.3,18.6,4.5,0.136,4.8,4.24,0.52,No_injury,0
Nickeil Alexander-Walker,20-21,1.77,100.54,2117,19.1,21.9,10.0,0.228,0.3,4.55,3.08,No_injury,0
Nico Mannion,20-21,0.95,102.55,776,11.4,12.1,3.8,0.186,0.2,4.5,4.34,No_injury,0
Nicolas Batum,20-21,2.0,98.52,3768,23.0,27.4,6.1,0.116,1.7,4.11,0.66,No_injury,0
Nicolo Melli,20-21,0.98,96.87,1148,10.9,12.6,3.1,0.123,1.2,4.37,0.7,No_injury,0
Nikola Jokic,20-21,2.36,98.15,5084,58.0,34.6,18.0,0.293,7.1,3.88,1.36,No_injury,0
Nikola Vucevic,20-21,2.26,99.15,4849,50.5,33.5,19.9,0.292,5.7,3.83,0.7,No_injury,0
Norman Powell,20-21,2.42,101.07,4642,27.1,32.0,13.3,0.221,1.1,4.25,2.25,No_injury,0
O.G. Anunoby,20-21,2.45,99.9,2992,28.4,33.3,12.1,0.193,2.7,4.12,1.35,No_injury,0
Obi Toppin,20-21,0.86,97.43,1381,9.0,11.0,3.4,0.157,1.0,4.43,0.61,No_injury,0
Onyeka Okongwu,20-21,0.92,101.4,1266,7.4,12.0,3.0,0.141,3.7,4.29,0.33,No_injury,0
Oshae Brissett,20-21,1.91,107.12,1154,17.2,24.7,7.2,0.149,2.6,4.35,0.64,No_injury,0
Otto Porter Jr.,20-21,1.7,102.64,1296,20.9,21.7,8.1,0.184,1.9,4.39,0.88,No_injury,0
P.J. Tucker,20-21,1.85,101.99,2871,12.2,26.1,3.4,0.072,1.1,4.08,0.49,Sore_ankle,1
P.J. Washington,20-21,2.21,100.16,4081,31.2,30.5,10.7,0.191,4.6,4.11,0.71,No_injury,0
PJ Dozier,20-21,1.62,99.31,2242,17.1,21.8,7.1,0.166,1.8,4.2,2.29,No_injury,0
Pascal Siakam,20-21,2.67,99.5,4161,37.6,35.8,17.2,0.261,3.4,4.17,2.61,Knee_injury,1
Pat Connaughton,20-21,1.78,104.8,3431,14.2,22.8,5.6,0.113,1.6,4.37,0.75,No_injury,0
Patrick Beverley,20-21,1.64,98.05,1698,17.2,22.5,5.9,0.146,0.9,4.19,2.98,Sore_knee,1
Patrick Patterson,20-21,1.08,99.85,1209,10.6,15.3,4.3,0.135,1.1,4.13,0.42,No_injury,0
Patrick Williams,20-21,2.13,100.41,4151,18.2,27.9,7.4,0.146,1.6,4.33,1.5,No_injury,0
Patty Mills,20-21,1.89,101.97,3568,18.1,24.8,9.0,0.177,0.3,4.33,3.64,No_injury,0
Paul George,20-21,2.45,97.55,3707,34.0,33.7,17.6,0.296,1.1,4.11,3.3,No_injury,0
Paul Millsap,20-21,1.47,96.76,2339,18.2,20.8,7.2,0.184,3.1,4.04,1.18,No_injury,0
Paul Reed,20-21,0.55,102.07,374,6.6,6.8,3.0,0.208,1.6,4.42,0.94,No_injury,0
Paul Watson,20-21,0.91,101.77,632,8.1,11.0,3.0,0.133,0.1,4.58,1.18,No_injury,0
Payton Pritchard,20-21,1.47,99.38,2636,14.0,19.2,6.3,0.162,0.5,4.29,3.94,No_injury,0
Precious Achiuwa,20-21,0.94,101.39,1555,9.4,12.1,3.7,0.184,4.3,4.38,0.79,No_injury,0
Quinn Cook,20-21,0.47,102.49,338,4.7,6.8,3.0,0.204,0.1,4.3,5.23,No_injury,0
Quinndary Weatherspoon,20-21,0.48,103.46,261,4.9,6.1,1.8,0.18,0.3,4.33,1.97,No_injury,0
R.J. Hampton,20-21,1.37,101.94,1879,14.8,17.4,6.1,0.191,0.7,4.41,3.0,No_injury,0
RJ Barrett,20-21,2.67,97.54,5101,34.6,34.9,14.7,0.228,1.8,4.34,2.71,No_injury,0
Rajon Rondo,20-21,1.19,99.08,1591,16.1,17.1,4.8,0.166,0.4,3.88,4.43,Sore_knee,1
Rajon Rondo,20-21,1.19,99.08,1591,16.1,17.1,4.8,0.166,0.4,3.88,4.43,Sore_lower_back,1
Rajon Rondo,20-21,1.19,99.08,1591,16.1,17.1,4.8,0.166,0.4,3.88,4.43,Sprained_ankle,1
Raul Neto,20-21,1.66,106.03,3104,15.5,21.9,7.0,0.155,0.4,4.34,3.48,No_injury,0
Reggie Bullock,20-21,2.22,97.29,3955,26.4,30.0,8.6,0.14,0.7,4.18,0.55,Sprained_ankle,1
Reggie Jackson,20-21,1.67,99.08,3192,18.9,23.0,8.7,0.195,0.5,4.09,3.71,No_injury,0
Reggie Perry,20-21,0.61,101.96,446,7.4,8.1,3.0,0.19,2.1,4.17,0.56,No_injury,0
Richaun Holmes,20-21,2.02,100.46,3728,26.0,29.2,9.4,0.173,7.9,3.96,0.54,Sore_knee,1
Ricky Rubio,20-21,2.0,103.33,3816,23.1,26.1,7.3,0.155,0.6,4.29,4.0,No_injury,0
Robert Covington,20-21,2.17,99.68,4649,18.4,32.0,7.3,0.114,1.2,3.9,0.42,No_injury,0
Robert Williams III,20-21,1.37,99.97,2052,19.8,18.9,5.0,0.145,6.6,4.07,0.41,No_injury,0
Robin Lopez,20-21,1.35,103.69,2933,17.0,19.1,6.0,0.169,6.0,4.05,0.7,Sprained_ankle,1
Rodions Kurucs,20-21,0.47,109.08,282,4.5,5.9,1.5,0.145,0.7,4.39,0.94,Sprained_ankle,1
Rodney Hood,20-21,1.25,99.67,1957,12.2,17.1,4.7,0.139,0.5,4.19,2.34,No_injury,0
Royce O'Neale,20-21,2.4,99.48,4639,28.9,31.6,5.5,0.095,1.1,4.3,0.66,No_injury,0
Rudy Gay,20-21,1.54,101.26,2865,18.2,21.6,10.0,0.23,1.2,4.08,1.43,Sore_lower_back,1
Rudy Gobert,20-21,2.22,101.32,4613,23.9,30.8,8.2,0.166,10.6,4.07,0.33,No_injury,0
Rui Hachimura,20-21,2.38,105.48,3950,22.9,31.5,11.4,0.18,3.8,4.33,0.92,Sore_knee,1
Russell Westbrook,20-21,2.57,107.18,5279,30.0,36.4,19.0,0.295,1.8,4.02,4.79,No_injury,0
Ryan Arcidiacono,20-21,0.83,99.21,936,8.4,10.2,2.7,0.128,0.3,4.55,3.18,No_injury,0
Saben Lee,20-21,1.31,98.91,1614,12.1,16.3,4.4,0.171,0.9,4.52,5.9,No_injury,0
Saddiq Bey,20-21,1.98,99.47,3960,24.3,27.3,9.9,0.182,0.8,4.11,1.08,No_injury,0
Sam Merrill,20-21,0.6,104.73,510,5.8,7.8,2.4,0.146,0.2,4.28,2.85,No_injury,0
Sekou Doumbouya,20-21,1.18,99.17,1792,11.4,15.5,5.0,0.176,1.7,4.28,0.84,No_injury,0
Semi Ojeleye,20-21,1.29,99.0,1963,9.7,17.0,3.9,0.114,0.8,4.33,0.58,No_injury,0
Serge Ibaka,20-21,1.58,97.67,1948,22.7,23.3,8.9,0.2,5.1,3.93,0.46,No_injury,0
Seth Curry,20-21,2.07,100.4,3444,28.9,28.7,9.7,0.169,0.2,4.08,2.32,Sore_ankle,1
Seth Curry,20-21,2.07,100.4,3444,28.9,28.7,9.7,0.169,0.2,4.08,2.32,Sprained_ankle,1
Shai Gilgeous-Alexander,20-21,2.44,100.1,2462,27.8,33.7,16.1,0.283,0.6,4.08,5.55,No_injury,0
Shake Milton,20-21,1.76,101.45,3087,24.9,23.2,10.6,0.239,0.5,4.25,3.77,Sprained_ankle,1
Shaquille Harrison,20-21,0.77,102.89,711,7.1,9.8,2.3,0.124,0.5,4.42,3.11,No_injury,0
Sindarius Thornwell,20-21,0.73,100.39,454,6.7,10.3,2.2,0.11,0.4,4.31,1.29,No_injury,0
Skylar Mays,20-21,0.6,99.05,558,7.8,8.2,3.0,0.186,0.4,4.1,3.73,No_injury,0
Solomon Hill,20-21,1.55,99.93,3148,13.0,21.3,4.2,0.102,0.6,4.1,0.76,No_injury,0
Stanley Johnson,20-21,1.28,101.77,2122,12.9,16.5,3.8,0.13,0.8,4.34,1.56,No_injury,0
Stephen Curry,20-21,2.59,105.16,4725,32.6,34.2,21.7,0.331,1.0,4.3,4.08,No_injury,0
Sterling Brown,20-21,1.79,102.14,2608,16.7,24.1,6.6,0.133,0.8,4.28,1.36,No_injury,0
Steven Adams,20-21,2.0,99.08,3320,23.1,27.7,5.3,0.118,7.8,4.11,0.49,No_injury,0
Svi Mykhailiuk,20-21,1.59,102.27,2823,18.7,20.1,7.7,0.19,0.5,4.45,1.83,No_injury,0
T.J. McConnell,20-21,2.17,103.73,3869,24.6,26.0,7.1,0.149,1.1,4.65,3.71,No_injury,0
Taj Gibson,20-21,1.53,97.67,1899,10.8,20.8,3.5,0.095,4.5,4.12,0.47,Sprained_ankle,1
Talen Horton-Tucker,20-21,1.52,100.77,2731,18.2,20.1,7.5,0.21,0.5,4.24,3.3,No_injury,0
Taurean Prince,20-21,1.58,101.72,1913,19.9,22.1,8.0,0.189,0.8,4.01,1.31,Sore_ankle,1
Terance Mann,20-21,1.46,99.93,2612,13.4,18.9,5.2,0.144,1.7,4.38,2.97,No_injury,0
Terence Davis,20-21,1.37,102.23,2286,15.4,17.6,7.5,0.213,0.8,4.33,2.21,No_injury,0
Terrence Ross,20-21,2.24,100.24,2818,27.6,29.3,13.4,0.23,0.5,4.28,1.78,Sore_knee,1
Terry Rozier,20-21,2.65,99.64,4953,36.8,34.5,16.4,0.238,0.9,4.35,2.85,Sprained_ankle,1
Thaddeus Young,20-21,1.79,100.03,3445,32.7,24.3,9.7,0.216,6.0,4.13,0.92,No_injury,0
Thanasis Antetokounmpo,20-21,0.76,106.62,1204,6.3,9.7,2.4,0.147,1.8,4.39,2.2,No_injury,0
Theo Maledon,20-21,2.11,103.27,3829,25.3,27.3,9.4,0.188,0.3,4.39,3.74,Sprained_ankle,1
Tim Hardaway Jr.,20-21,2.03,98.62,4073,26.1,28.4,13.0,0.23,0.6,4.08,1.62,No_injury,0
Timothe Luwawu-Cabarrot,20-21,1.43,103.06,2247,14.8,18.1,6.1,0.165,0.8,4.45,0.95,Sore_knee,1
Tobias Harris,20-21,2.34,100.42,4223,37.2,32.5,14.9,0.237,2.1,4.07,2.21,Sore_knee,1
Tomas Satoransky,20-21,1.81,99.25,2711,19.4,22.5,5.7,0.15,1.3,4.54,4.29,No_injury,0
Tony Bradley,20-21,1.18,102.32,1463,14.1,16.3,4.7,0.154,5.5,4.17,0.54,Sprained_ankle,1
Tony Snell,20-21,1.5,98.85,2051,12.4,21.1,3.6,0.084,0.3,3.99,0.99,Sprained_ankle,1
Torrey Craig,20-21,1.26,99.2,1645,10.2,16.1,4.5,0.141,1.7,4.41,0.98,No_injury,0
Trae Young,20-21,2.46,100.5,4464,26.9,33.7,17.7,0.32,0.6,4.12,5.73,Sore_knee,1
Trae Young,20-21,2.46,100.5,4464,26.9,33.7,17.7,0.32,0.6,4.12,5.73,Sprained_ankle,1
Tre Jones,20-21,0.56,100.88,562,5.4,7.3,2.1,0.159,0.4,4.44,4.62,No_injury,0
Tremont Waters,20-21,0.69,103.0,510,5.8,9.1,3.2,0.204,0.2,4.21,4.86,No_injury,0
Trent Forrest,20-21,0.79,98.78,621,7.5,10.1,2.4,0.144,0.2,4.43,5.02,No_injury,0
Trevor Ariza,20-21,2.03,98.34,1719,20.6,28.0,8.0,0.149,2.0,4.09,0.71,No_injury,0
Trey Burke,20-21,1.12,99.91,1893,13.2,14.7,5.7,0.193,0.2,4.3,3.32,No_injury,0
Trey Lyles,20-21,1.15,99.67,743,11.0,15.6,3.9,0.128,0.6,4.26,0.88,No_injury,0
Tristan Thompson,20-21,1.73,99.66,2670,20.6,23.8,6.0,0.144,7.0,4.11,0.74,No_injury,0
Troy Brown Jr.,20-21,1.18,100.38,1091,11.6,15.4,4.2,0.141,0.8,4.42,1.6,No_injury,0
Ty Jerome,20-21,1.81,102.91,1693,23.8,23.9,8.7,0.181,0.5,4.25,3.61,Sprained_ankle,1
Tyler Cook,20-21,0.99,99.44,908,9.6,13.7,3.2,0.136,2.5,4.25,0.77,No_injury,0
Tyler Herro,20-21,2.43,98.46,3360,26.6,30.3,12.9,0.225,0.9,4.51,3.12,No_injury,0
Tyler Johnson,20-21,1.3,100.58,1433,11.8,17.5,4.7,0.132,0.3,4.17,1.97,Sore_knee,1
Tyrese Haliburton,20-21,2.33,102.31,3733,29.6,30.1,10.7,0.175,0.6,4.31,3.14,No_injury,0
Tyrese Maxey,20-21,1.24,101.2,1963,15.3,15.3,7.0,0.222,0.2,4.55,3.87,No_injury,0
Tyus Jones,20-21,1.36,101.08,2569,15.3,17.5,5.9,0.165,0.2,4.43,4.33,No_injury,0
Victor Oladipo,20-21,2.41,101.15,2267,32.1,32.7,17.5,0.286,0.8,4.27,3.42,No_injury,0
Vlatko Cancar,20-21,0.52,105.68,621,5.4,6.9,1.8,0.132,0.8,4.21,0.59,No_injury,0
Wayne Ellington,20-21,1.63,99.33,2103,19.6,22.0,7.3,0.162,0.1,4.28,1.06,No_injury,0
Wendell Carter Jr.,20-21,1.86,100.67,2893,27.6,25.5,8.5,0.188,7.3,4.13,0.41,No_injury,0
Wenyen Gabriel,20-21,0.86,102.44,513,7.1,11.5,2.9,0.135,1.1,4.23,0.64,No_injury,0
Wes Iwundu,20-21,1.06,102.91,1147,7.4,13.1,2.5,0.103,0.7,4.49,1.19,No_injury,0
Wesley Matthews,20-21,1.46,99.34,2335,14.3,19.5,4.3,0.111,0.6,4.21,0.68,No_injury,0
Will Barton,20-21,2.23,97.52,3535,27.3,31.0,10.9,0.187,1.8,4.11,2.81,No_injury,0
Willie Cauley-Stein,20-21,1.28,99.0,1851,11.3,17.1,3.4,0.12,4.8,4.29,0.41,No_injury,0
Willy Hernangomez,20-21,1.35,103.19,1813,17.5,18.0,5.7,0.166,5.9,4.28,0.52,No_injury,0
Xavier Tillman,20-21,1.42,101.41,2276,16.8,18.4,5.1,0.142,3.9,4.39,0.54,No_injury,0
Yuta Watanabe,20-21,1.21,101.77,1533,10.8,14.5,3.6,0.121,1.0,4.68,0.98,Sprained_ankle,1
Zach LaVine,20-21,2.71,101.34,4304,33.9,35.1,19.4,0.302,1.3,4.37,4.33,Sprained_ankle,1
Zeke Nnaji,20-21,0.74,102.52,852,5.8,9.5,2.5,0.126,1.0,4.36,0.42,Sprained_ankle,1
Zion Williamson,20-21,2.61,103.3,4358,34.3,33.2,17.0,0.287,7.0,4.42,2.73,No_injury,0
Aaron Gordon,19-20,2.43,99.72,4182,29.4,32.5,12.4,0.205,4.3,4.2,1.91,No_injury,0
Aaron Holiday,19-20,1.83,100.31,3398,18.0,24.5,8.5,0.182,0.3,4.2,4.17,No_injury,0
Abdel Nader,19-20,1.22,101.79,1835,11.1,15.8,4.8,0.164,0.4,4.32,1.41,Sprained_ankle,1
Admiral Schofield,19-20,0.82,103.13,791,8.3,11.2,2.8,0.118,0.6,4.19,0.51,No_injury,0
Al Horford,19-20,2.09,100.63,4241,35.9,30.2,10.6,0.173,3.7,3.95,0.63,Sore_knee,1
Alec Burks,19-20,1.93,101.88,3729,28.4,26.6,11.6,0.23,1.0,4.12,2.92,Sprained_ankle,1
Alex Caruso,19-20,1.41,102.84,2518,13.5,18.4,4.5,0.136,0.8,4.29,2.85,No_injury,0
Alex Len,19-20,1.32,104.7,2119,17.0,17.6,5.8,0.176,5.4,4.16,0.52,Sore_lower_back,1
Alex Len,19-20,1.32,104.7,2119,17.0,17.6,5.8,0.176,5.4,4.16,0.52,Sprained_ankle,1
Alfonzo McKinnie,19-20,1.15,101.43,1254,9.3,14.8,4.3,0.147,1.5,4.41,0.91,No_injury,0
Allen Crabbe,19-20,1.31,106.22,1443,13.5,17.6,4.8,0.122,0.4,4.13,0.57,No_injury,0
Allonzo Trier,19-20,0.91,102.19,618,11.3,12.1,4.4,0.208,0.2,4.18,3.3,No_injury,0
Andre Drummond,19-20,2.26,98.8,3867,36.5,33.0,13.8,0.253,11.7,3.86,1.32,No_injury,0
Andre Iguodala,19-20,1.51,103.94,902,16.0,19.9,4.2,0.121,1.7,4.21,1.71,No_injury,0
Andrew Wiggins,19-20,2.51,103.46,4008,41.0,34.4,18.1,0.269,2.3,4.07,2.94,No_injury,0
Anfernee Simons,19-20,1.63,103.09,3106,13.4,20.7,7.7,0.18,0.5,4.4,3.36,No_injury,0
Ante Zizic,19-20,0.73,101.71,471,7.7,10.0,3.3,0.168,3.7,4.04,0.48,No_injury,0
Anthony Davis,19-20,2.28,102.47,4556,42.0,34.4,17.7,0.284,7.4,3.73,1.11,Sore_knee,1
Anthony Davis,19-20,2.28,102.47,4556,42.0,34.4,17.7,0.284,7.4,3.73,1.11,Sprained_ankle,1
Anthony Tolliver,19-20,1.17,103.58,1886,10.5,15.9,3.3,0.108,0.9,4.12,0.31,No_injury,0
Anzejs Pasecniks,19-20,1.25,104.65,950,16.2,16.2,4.3,0.151,4.0,4.33,0.4,No_injury,0
Aron Baynes,19-20,1.56,103.02,1998,23.4,22.2,9.1,0.205,5.2,3.95,0.33,No_injury,0
Austin Rivers,19-20,1.65,105.87,3512,17.1,23.4,7.4,0.153,0.4,3.94,2.74,No_injury,0
Avery Bradley,19-20,1.88,103.08,2546,19.1,24.2,7.8,0.153,1.2,4.36,1.62,No_injury,0
Bam Adebayo,19-20,2.41,98.36,4952,39.7,33.6,11.0,0.212,7.9,4.02,1.46,Sore_knee,1
Ben McLemore,19-20,1.71,105.17,3552,15.8,22.8,7.7,0.157,0.7,4.28,0.55,No_injury,0
Ben Simmons,19-20,2.53,101.09,4242,30.0,35.4,11.4,0.206,5.7,4.01,3.75,No_injury,0
Bismack Biyombo,19-20,1.43,96.39,2059,18.7,19.4,5.2,0.168,7.1,4.17,0.31,No_injury,0
Boban Marjanovic,19-20,0.68,101.49,892,10.6,9.6,4.8,0.258,4.3,3.98,0.45,No_injury,0
Bobby Portis,19-20,1.55,101.25,2959,23.5,21.1,8.9,0.207,2.6,4.12,0.73,No_injury,0
Bogdan Bogdanovic,19-20,2.24,99.24,3659,30.8,28.9,12.6,0.221,0.8,4.3,2.37,No_injury,0
Bojan Bogdanovic,19-20,2.42,99.45,4328,35.8,33.1,14.8,0.252,0.9,4.11,1.89,Sprained_ankle,1
Brad Wanamaker,19-20,1.39,101.46,2888,14.0,19.3,5.1,0.152,0.5,4.04,3.93,No_injury,0
Bradley Beal,19-20,2.69,103.64,4432,54.4,36.0,22.9,0.338,1.4,4.18,2.91,No_injury,0
Brandon Clarke,19-20,1.77,106.13,2866,22.7,22.4,8.3,0.18,5.6,4.4,0.62,No_injury,0
Brandon Goodwin,19-20,1.0,104.54,938,10.6,12.7,5.6,0.22,0.4,4.38,4.36,No_injury,0
Brandon Ingram,19-20,2.55,105.01,4609,37.3,33.9,17.7,0.275,1.7,4.23,2.52,Sore_knee,1
