PLAYER_NAME,SEASON,DIST_MILES,PACE,POSS,FRONT_CT_TOUCHES,MIN,FGA_PG,USG_PCT,PAINT_TOUCHES,AVG_SPEED,AVG_DRIB_PER_TOUCH,INJURED_TYPE,INJURY
Kevin Love,18-19,1.93,100.23,1247,33.2,27.2,12.9,0.259,3.5,4.01,0.66,No_injury,0
Kevon Looney,18-19,1.41,103.25,3177,18.0,18.5,4.3,0.122,4.9,4.3,0.45,No_injury,0
Khem Birch,18-19,0.96,101.21,1356,10.1,12.9,3.0,0.136,3.8,4.19,0.53,No_injury,0
Khris Middleton,18-19,2.35,104.39,5208,27.0,31.1,14.9,0.246,1.1,4.26,2.91,No_injury,0
Khyri Thomas,18-19,0.61,100.8,410,6.6,7.5,2.7,0.158,0.2,4.51,2.25,No_injury,0
Klay Thompson,18-19,2.54,102.39,5648,35.6,34.0,18.0,0.254,1.9,4.28,1.31,Sore_knee,1
Kosta Koufos,18-19,0.92,105.85,1098,11.3,11.9,3.6,0.15,3.7,4.32,0.38,No_injury,0
Kris Dunn,18-19,2.28,99.5,2878,23.5,30.2,11.0,0.198,0.5,4.28,4.55,No_injury,0
Kyle Anderson,18-19,2.21,96.78,2582,30.2,29.8,6.4,0.127,3.0,4.16,1.48,Sprained_ankle,1
Kyle Korver,18-19,1.51,103.2,2880,16.8,19.1,6.9,0.174,0.2,4.44,0.88,Sore_knee,1
Kyle Kuzma,18-19,2.6,104.67,5049,29.6,33.1,15.5,0.233,2.5,4.42,1.68,Sprained_ankle,1
Kyle Lowry,18-19,2.4,101.37,4690,33.8,34.1,11.4,0.191,1.4,3.95,3.2,Sore_lower_back,1
Kyle Lowry,18-19,2.4,101.37,4690,33.8,34.1,11.4,0.191,1.4,3.95,3.2,Sprained_ankle,1
Kyle O'Quinn,18-19,0.58,103.91,806,10.1,8.2,3.0,0.196,1.6,3.93,0.33,No_injury,0
Kyrie Irving,18-19,2.41,102.01,4723,31.1,33.0,18.5,0.286,2.0,4.11,3.91,Sore_lower_back,1
LaMarcus Aldridge,18-19,2.35,98.36,5509,39.5,33.2,16.3,0.268,8.7,4.05,0.81,No_injury,0
Lance Stephenson,18-19,1.19,106.43,2490,13.6,16.5,6.4,0.197,0.7,4.01,3.34,No_injury,0
Lance Thomas,18-19,1.35,102.08,1662,12.2,17.0,4.3,0.127,1.0,4.47,0.54,No_injury,0
Landry Shamet,18-19,1.89,103.64,3889,19.6,22.8,7.1,0.145,0.5,4.63,1.45,No_injury,0
Langston Galloway,18-19,1.71,99.96,3650,19.3,21.8,7.3,0.153,0.5,4.4,1.2,No_injury,0
Larry Nance Jr.,18-19,1.93,97.93,3663,27.4,26.8,7.1,0.152,6.3,4.13,1.2,Sprained_ankle,1
Lauri Markkanen,18-19,2.41,99.33,3478,34.7,32.3,15.3,0.245,2.9,4.2,1.05,No_injury,0
LeBron James,18-19,2.37,104.12,4218,37.4,35.2,19.9,0.311,2.8,3.78,3.32,No_injury,0
Lonzo Ball,18-19,2.35,104.67,3105,27.4,30.3,9.7,0.167,2.2,4.38,2.45,No_injury,0
Lorenzo Brown,18-19,0.66,104.28,460,7.5,8.2,2.7,0.167,0.3,4.51,3.4,No_injury,0
Lou Williams,18-19,1.9,105.69,4399,26.7,26.6,15.2,0.308,0.5,3.97,3.9,No_injury,0
Luka Doncic,18-19,2.33,100.99,4891,36.2,32.2,16.5,0.296,1.9,4.06,4.02,Sore_ankle,1
Luke Kennard,18-19,1.7,97.34,2933,24.9,22.8,8.3,0.179,0.4,4.25,1.73,No_injury,0
Luke Kornet,18-19,1.25,101.94,1666,19.2,17.0,6.2,0.178,1.5,4.24,0.45,Sprained_ankle,1
Luol Deng,18-19,1.36,100.84,826,13.3,17.8,5.4,0.155,1.6,4.23,0.91,No_injury,0
Malachi Richardson,18-19,0.36,110.46,238,4.2,4.7,1.3,0.142,0.0,4.18,1.03,No_injury,0
Malcolm Brogdon,18-19,2.17,104.93,4002,25.6,28.6,11.7,0.202,1.5,4.25,3.35,No_injury,0
Malik Beasley,18-19,1.72,100.59,3929,19.4,23.2,9.1,0.181,0.6,4.14,1.23,No_injury,0
Malik Monk,18-19,1.34,102.17,2691,16.1,17.2,8.0,0.236,0.4,4.34,2.56,No_injury,0
MarShon Brooks,18-19,0.98,97.12,782,13.6,13.3,5.8,0.233,0.8,4.14,2.98,No_injury,0
Marc Gasol,18-19,2.01,97.16,4924,49.2,30.8,11.0,0.21,5.7,3.67,0.45,No_injury,0
Marcin Gortat,18-19,1.2,99.94,1564,20.0,16.0,4.0,0.148,4.6,4.28,0.38,No_injury,0
Marco Belinelli,18-19,1.81,102.39,3873,22.7,23.0,8.7,0.187,0.7,4.48,1.65,No_injury,0
Marcus Morris Sr.,18-19,2.02,101.87,4442,25.4,27.9,11.3,0.203,1.9,4.1,1.02,No_injury,0
Marcus Smart,18-19,1.99,101.24,4633,23.8,27.5,7.1,0.144,1.7,4.09,2.59,No_injury,0
Mario Hezonja,18-19,1.59,100.79,2529,18.3,20.8,8.0,0.208,1.3,4.31,2.02,No_injury,0
Markieff Morris,18-19,1.51,102.63,2716,19.7,21.9,8.3,0.191,2.6,3.84,0.51,No_injury,0
Marquese Chriss,18-19,0.88,100.42,1048,10.5,11.6,4.2,0.196,2.7,4.27,0.52,Sprained_ankle,1
Marvin Bagley III,18-19,1.99,104.19,3405,23.3,25.3,11.4,0.237,5.9,4.39,0.85,Knee_injury,1
Marvin Williams,18-19,2.04,99.73,4437,23.4,28.4,8.7,0.147,1.7,4.06,0.47,No_injury,0
Mason Plumlee,18-19,1.57,99.6,3571,24.4,21.1,5.4,0.159,6.2,4.16,0.96,No_injury,0
Matthew Dellavedova,18-19,1.27,100.71,1705,14.8,16.9,5.0,0.173,0.3,4.2,4.78,Sore_knee,1
Maurice Harkless,18-19,1.79,101.67,2998,17.4,23.6,6.5,0.135,2.9,4.25,0.82,No_injury,0
Maxi Kleber,18-19,1.57,100.35,3131,20.1,21.2,5.4,0.132,2.1,4.14,0.33,Sore_knee,1
Maxi Kleber,18-19,1.57,100.35,3131,20.1,21.2,5.4,0.132,2.1,4.14,0.33,Knee_injury,1
Meyers Leonard,18-19,1.0,100.3,1830,15.6,14.4,4.0,0.149,2.4,3.89,0.38,No_injury,0
Michael Beasley,18-19,0.81,103.53,597,12.0,10.7,5.9,0.288,1.6,4.29,1.4,No_injury,0
Michael Carter-Williams,18-19,1.06,105.79,820,8.9,13.3,4.4,0.176,0.8,4.46,4.59,No_injury,0
Michael Kidd-Gilchrist,18-19,1.44,100.91,2467,14.1,18.4,5.2,0.153,2.7,4.35,0.99,Sprained_ankle,1
Mikal Bridges,18-19,2.27,102.19,5128,23.8,29.5,6.9,0.119,1.1,4.32,0.89,No_injury,0
Mike Conley,18-19,2.58,98.11,4782,38.2,33.5,16.0,0.262,0.8,4.31,4.37,Sore_knee,1
Mike Muscala,18-19,1.64,105.03,2859,19.8,20.4,5.6,0.138,1.7,4.49,0.23,Sprained_ankle,1
Mike Scott,18-19,1.36,105.42,3060,14.0,17.7,5.3,0.139,0.9,4.3,0.68,No_injury,0
Miles Bridges,18-19,1.65,101.3,3582,16.4,21.2,6.4,0.147,1.8,4.39,0.88,No_injury,0
Mitchell Robinson,18-19,1.54,101.08,2852,13.2,20.6,4.4,0.119,6.2,4.18,0.28,No_injury,0
Mo Bamba,18-19,1.23,99.7,1590,14.1,16.3,5.2,0.174,3.4,4.23,0.46,No_injury,0
Monte Morris,18-19,1.84,99.16,4071,22.3,24.0,8.6,0.168,0.6,4.29,4.21,No_injury,0
Montrezl Harrell,18-19,1.86,104.09,4666,32.0,26.3,10.8,0.227,8.2,3.93,0.86,No_injury,0
Moritz Wagner,18-19,0.78,105.7,982,9.7,10.4,4.0,0.21,1.1,4.23,0.76,No_injury,0
Myles Turner,18-19,2.07,98.83,4362,29.4,28.6,10.5,0.199,4.3,4.07,0.46,Sore_ankle,1
Nemanja Bjelica,18-19,1.74,105.31,3911,22.6,23.2,7.7,0.162,3.1,4.23,0.68,No_injury,0
Nene,18-19,0.94,101.71,1154,9.7,13.0,2.8,0.114,2.2,4.05,0.48,No_injury,0
Nerlens Noel,18-19,1.06,103.88,2277,9.6,13.7,3.6,0.137,4.3,4.24,0.39,No_injury,0
Nicolas Batum,18-19,2.41,99.83,4898,30.7,31.4,7.5,0.129,1.4,4.33,1.45,No_injury,0
Nik Stauskas,18-19,1.17,101.25,2150,14.4,14.9,5.0,0.171,0.3,4.41,1.76,Sore_knee,1
Nikola Jokic,18-19,2.19,98.4,5140,55.9,31.3,15.1,0.271,6.7,3.95,1.13,No_injury,0
Nikola Mirotic,18-19,2.08,106.6,2772,25.2,27.1,11.8,0.206,2.7,4.29,0.6,No_injury,0
Nikola Vucevic,18-19,2.17,99.22,5194,46.7,31.4,16.9,0.276,9.7,3.92,0.66,No_injury,0
Noah Vonleh,18-19,1.91,101.27,3626,24.1,25.3,6.5,0.144,2.7,4.24,1.1,No_injury,0
Norman Powell,18-19,1.48,103.46,2432,17.4,18.8,6.7,0.182,0.7,4.38,2.35,No_injury,0
O.G. Anunoby,18-19,1.58,103.04,2903,15.1,20.2,6.0,0.148,1.3,4.37,0.98,No_injury,0
Omari Spellman,18-19,1.4,106.88,1783,18.6,17.5,5.3,0.146,2.9,4.46,0.34,No_injury,0
Omri Casspi,18-19,1.09,100.95,1098,15.1,14.5,4.5,0.17,2.0,4.21,0.86,No_injury,0
Otto Porter Jr.,18-19,2.34,103.07,3612,24.4,30.1,11.5,0.185,2.1,4.38,1.26,No_injury,0
P.J. Tucker,18-19,2.41,98.22,5728,18.9,34.2,6.4,0.094,1.8,3.98,0.51,No_injury,0
Pascal Siakam,18-19,2.47,100.86,5364,31.4,31.8,11.8,0.205,3.6,4.36,1.74,No_injury,0
Pat Connaughton,18-19,1.61,104.84,2746,19.1,20.7,5.7,0.13,1.9,4.35,1.14,Knee_injury,1
Patrick Beverley,18-19,2.16,102.68,4557,23.8,27.4,6.1,0.12,0.9,4.39,2.8,No_injury,0
Patrick McCaw,18-19,1.05,101.97,841,9.3,13.7,2.2,0.093,0.4,4.25,1.38,No_injury,0
Patrick Patterson,18-19,1.07,105.18,1885,8.2,13.7,3.5,0.118,1.2,4.33,0.27,No_injury,0
Patty Mills,18-19,1.86,102.73,4091,16.3,23.3,8.1,0.175,0.4,4.49,4.4,No_injury,0
Pau Gasol,18-19,0.88,103.18,782,16.6,12.0,3.1,0.151,2.2,4.12,0.33,No_injury,0
Paul George,18-19,2.69,104.35,6172,36.2,36.9,21.0,0.285,2.1,4.09,2.64,No_injury,0
Paul Millsap,18-19,1.95,99.44,3927,26.2,27.1,9.5,0.191,4.7,4.05,1.24,No_injury,0
Quincy Pondexter,18-19,0.42,102.62,624,5.0,5.5,1.1,0.129,0.3,4.28,2.28,No_injury,0
Quinn Cook,18-19,1.11,100.79,2227,16.3,14.3,5.9,0.2,0.4,4.45,3.78,No_injury,0
Rajon Rondo,18-19,2.13,104.55,2986,25.5,29.8,9.4,0.172,1.1,4.01,4.02,No_injury,0
Raul Neto,18-19,1.04,104.55,1029,13.1,12.8,4.4,0.184,0.3,4.53,4.41,Sore_ankle,1
Raymond Felton,18-19,0.83,102.99,811,8.6,11.5,4.1,0.165,0.1,3.98,3.98,No_injury,0
Reggie Bullock,18-19,2.29,101.09,3958,29.3,29.8,9.4,0.154,0.9,4.29,0.74,Sprained_ankle,1
Reggie Jackson,18-19,2.07,98.77,4719,26.1,27.9,12.8,0.237,0.6,4.2,4.21,No_injury,0
Richaun Holmes,18-19,1.23,102.33,2507,15.2,16.9,5.2,0.174,5.3,4.03,0.46,No_injury,0
Ricky Rubio,18-19,2.13,101.92,4030,31.9,27.9,10.7,0.221,0.5,4.31,4.1,No_injury,0
Robert Covington,18-19,2.51,101.08,2535,25.2,34.4,10.3,0.154,1.1,4.1,0.68,Sore_knee,1
Robert Williams III,18-19,0.65,102.84,599,6.8,8.8,1.6,0.101,2.4,4.11,0.34,No_injury,0
Robin Lopez,18-19,1.56,100.17,3353,21.1,21.7,7.2,0.183,4.6,4.09,0.83,No_injury,0
Rodions Kurucs,18-19,1.7,106.05,2863,15.4,20.5,7.1,0.175,1.9,4.65,1.11,Sprained_ankle,1
Rodney Hood,18-19,1.96,97.86,3864,23.9,26.3,9.3,0.178,0.5,4.2,2.08,No_injury,0
Rodney McGruder,18-19,1.92,100.62,3252,19.8,23.5,7.0,0.147,1.4,4.57,1.79,Sore_knee,1
Rondae Hollis-Jefferson,18-19,1.62,103.84,2656,21.6,20.9,8.3,0.21,2.8,4.32,1.15,Sprained_ankle,1
Royce O'Neale,18-19,1.59,102.28,3562,17.3,20.4,4.2,0.108,0.5,4.37,1.48,No_injury,0
Rudy Gay,18-19,1.96,99.55,3823,24.8,26.7,10.8,0.216,1.6,4.18,1.71,Sprained_ankle,1
Rudy Gobert,18-19,2.36,101.23,5439,32.6,31.8,8.8,0.175,12.2,4.19,0.36,Sore_ankle,1
Russell Westbrook,18-19,2.54,104.93,5751,27.0,36.0,20.2,0.301,1.9,3.97,4.71,Sprained_ankle,1
Ryan Anderson,18-19,0.96,98.38,664,14.3,12.9,2.8,0.12,0.5,4.2,0.43,No_injury,0
Ryan Arcidiacono,18-19,1.91,99.79,4071,17.5,24.2,5.2,0.117,0.4,4.45,4.03,No_injury,0
Ryan Broekhoff,18-19,0.85,101.01,950,9.4,10.8,3.0,0.14,0.3,4.39,0.78,No_injury,0
Salah Mejri,18-19,0.82,101.38,837,12.1,11.1,3.1,0.153,2.4,4.12,0.34,No_injury,0
Sam Dekker,18-19,1.36,102.5,1684,13.5,16.8,5.4,0.157,1.9,4.56,1.03,Sore_lower_back,1
Sam Dekker,18-19,1.36,102.5,1684,13.5,16.8,5.4,0.157,1.9,4.56,1.03,Sprained_ankle,1
Semi Ojeleye,18-19,0.83,101.9,1259,7.3,10.6,2.8,0.137,0.7,4.38,0.78,No_injury,0
Serge Ibaka,18-19,1.93,100.39,4204,28.2,27.2,11.9,0.227,5.7,4.0,0.44,Sore_knee,1
Seth Curry,18-19,1.42,100.14,2923,16.5,18.9,6.3,0.164,0.2,4.18,2.99,No_injury,0
Shabazz Napier,18-19,1.31,102.83,2099,18.1,17.6,7.8,0.234,0.4,4.17,4.08,No_injury,0
Shai Gilgeous-Alexander,18-19,2.11,103.25,4669,19.7,26.5,8.7,0.182,0.6,4.48,3.93,No_injury,0
Shake Milton,18-19,1.06,102.63,576,10.6,13.4,4.4,0.147,0.5,4.43,2.27,No_injury,0
Shaquille Harrison,18-19,1.62,100.99,3004,16.0,19.6,5.8,0.16,0.7,4.64,3.27,No_injury,0
Shaun Livingston,18-19,1.13,101.37,2033,13.5,15.1,3.3,0.118,1.8,4.25,2.62,No_injury,0
Shelvin Mack,18-19,1.75,98.15,2543,22.3,21.9,7.1,0.179,0.7,4.48,4.59,No_injury,0
Sindarius Thornwell,18-19,0.4,111.4,711,3.0,4.9,0.8,0.105,0.2,4.51,1.45,No_injury,0
Skal Labissiere,18-19,0.63,110.02,406,5.5,8.0,2.2,0.154,1.3,4.31,0.58,No_injury,0
Solomon Hill,18-19,1.52,104.6,1913,14.9,20.0,4.0,0.104,1.6,4.28,1.17,No_injury,0
Spencer Dinwiddie,18-19,2.06,102.33,4092,25.4,28.1,12.2,0.242,0.3,4.06,4.65,No_injury,0
Stanley Johnson,18-19,1.4,102.99,2593,18.3,18.3,6.7,0.186,0.6,4.27,1.72,No_injury,0
Stephen Curry,18-19,2.55,104.18,5058,32.3,33.8,19.4,0.292,1.4,4.34,3.45,Sprained_ankle,1
Sterling Brown,18-19,1.42,105.71,2275,14.1,17.8,5.4,0.149,0.9,4.43,1.68,No_injury,0
Steven Adams,18-19,2.42,104.85,5829,25.2,33.4,10.1,0.16,12.6,4.09,0.52,Sprained_ankle,1
Svi Mykhailiuk,18-19,0.83,104.7,959,7.9,10.5,3.3,0.157,0.3,4.46,1.5,No_injury,0
T.J. Leaf,18-19,0.72,105.74,1150,6.2,9.0,3.2,0.158,1.6,4.4,0.59,No_injury,0
T.J. McConnell,18-19,1.62,103.02,3161,14.3,19.3,5.5,0.148,0.7,4.7,4.49,No_injury,0
T.J. Warren,18-19,2.35,101.86,2885,35.8,31.6,14.2,0.221,1.5,4.18,1.06,No_injury,0
Taj Gibson,18-19,1.81,101.76,3572,21.5,24.1,7.7,0.167,6.2,4.2,0.7,No_injury,0
Taurean Prince,18-19,2.08,106.26,3434,24.5,28.2,10.8,0.19,0.5,4.13,1.72,Sprained_ankle,1
Terrance Ferguson,18-19,2.0,104.34,4187,13.4,26.1,5.8,0.104,0.9,4.33,0.75,Sprained_ankle,1
Terrence Ross,18-19,2.05,99.9,4489,24.7,26.5,12.7,0.23,0.5,4.31,1.41,No_injury,0
Terry Rozier,18-19,1.78,100.91,3767,19.7,22.7,8.4,0.181,0.5,4.41,3.73,Sore_knee,1
Thabo Sefolosha,18-19,0.94,101.69,1294,9.1,12.2,3.0,0.129,0.4,4.38,1.01,No_injury,0
Thaddeus Young,18-19,2.3,98.14,5092,27.4,30.7,10.4,0.179,5.2,4.2,0.74,No_injury,0
Thomas Bryant,18-19,1.56,103.28,3224,19.2,20.8,7.0,0.17,5.1,4.22,0.37,No_injury,0
Thon Maker,18-19,1.19,101.1,2037,12.8,15.2,4.2,0.148,1.9,4.45,0.42,No_injury,0
Tim Frazier,18-19,1.48,104.6,2440,17.1,19.0,4.4,0.132,1.0,4.37,3.65,No_injury,0
Tim Hardaway Jr.,18-19,2.31,101.0,4324,33.7,31.6,15.3,0.246,0.8,4.1,1.83,No_injury,0
Timothe Luwawu-Cabarrot,18-19,1.07,103.35,1440,9.5,13.4,4.4,0.156,0.6,4.48,1.25,No_injury,0
Tobias Harris,18-19,2.61,102.03,6050,35.1,34.7,15.3,0.225,2.0,4.22,2.11,No_injury,0
Tomas Satoransky,18-19,2.16,102.35,4598,21.9,27.0,6.6,0.139,1.8,4.5,3.97,No_injury,0
Tony Parker,18-19,1.39,101.52,2131,13.9,17.9,8.3,0.247,0.3,4.35,6.66,No_injury,0
Tony Snell,18-19,1.32,104.71,2837,12.6,17.6,4.9,0.127,0.6,4.2,1.04,Sprained_ankle,1
Torrey Craig,18-19,1.58,99.05,3088,13.6,20.0,4.8,0.121,1.9,4.42,0.85,No_injury,0
Trae Young,18-19,2.42,105.78,5522,26.2,30.9,15.5,0.277,0.9,4.37,5.28,No_injury,0
Treveon Graham,18-19,1.61,104.57,1555,14.3,20.4,5.5,0.123,1.0,4.45,0.75,Sore_lower_back,1
Trevor Ariza,18-19,2.4,101.73,4981,36.8,34.0,10.7,0.164,1.1,3.99,1.16,No_injury,0
Trey Burke,18-19,1.52,101.16,2370,16.9,19.4,9.4,0.242,0.4,4.4,4.83,No_injury,0
Trey Lyles,18-19,1.28,100.85,2354,19.7,17.5,7.7,0.229,1.9,4.08,0.93,No_injury,0
Tristan Thompson,18-19,2.01,97.05,2420,26.3,27.9,8.8,0.175,8.1,4.15,0.89,No_injury,0
Troy Brown Jr.,18-19,1.09,103.04,1568,12.6,14.0,4.5,0.158,1.0,4.32,2.15,No_injury,0
Troy Daniels,18-19,1.16,102.54,1619,13.3,14.9,5.4,0.171,0.6,4.36,1.35,No_injury,0
Troy Williams,18-19,1.2,108.78,707,11.1,14.9,4.7,0.144,0.8,4.49,0.7,No_injury,0
Tyler Dorsey,18-19,1.15,104.34,1515,13.6,14.5,5.5,0.182,0.6,4.44,2.34,No_injury,0
Tyler Johnson,18-19,2.09,101.05,3220,27.6,26.8,9.2,0.18,0.9,4.36,2.85,No_injury,0
Tyler Lydon,18-19,0.29,105.2,208,2.2,3.7,0.7,0.097,0.4,4.45,0.45,No_injury,0
Tyreke Evans,18-19,1.43,100.43,2937,21.1,20.3,9.6,0.255,0.8,3.93,3.19,No_injury,0
Tyrone Wallace,18-19,0.85,108.09,1415,8.4,10.1,3.5,0.174,0.6,4.61,2.99,No_injury,0
Tyson Chandler,18-19,1.11,105.25,1918,8.4,15.9,1.8,0.084,3.3,3.9,0.23,No_injury,0
Tyus Jones,18-19,1.75,102.43,3334,17.4,22.9,6.6,0.139,0.3,4.28,4.44,Sprained_ankle,1
Victor Oladipo,18-19,2.42,98.25,2345,35.8,31.9,16.3,0.278,0.8,4.28,3.44,Sore_knee,1
Vince Carter,18-19,1.27,106.92,2967,17.8,17.5,6.2,0.164,0.7,4.02,0.71,No_injury,0
Wayne Ellington,18-19,1.83,98.47,2661,21.8,24.5,8.6,0.167,0.3,4.28,1.18,Sore_ankle,1
Wayne Selden,18-19,1.35,100.83,3021,17.0,19.2,6.4,0.178,0.6,3.96,1.89,No_injury,0
Wendell Carter Jr.,18-19,1.91,99.17,2282,27.1,25.2,8.4,0.192,6.2,4.25,0.48,No_injury,0
Wes Iwundu,18-19,1.42,101.34,2598,12.5,18.1,4.0,0.125,0.9,4.43,1.72,No_injury,0
Wesley Johnson,18-19,1.07,104.91,1164,9.5,14.1,3.4,0.115,0.5,4.28,0.61,No_injury,0
Wesley Matthews,18-19,2.24,100.62,4383,27.4,30.3,10.1,0.175,1.2,4.14,1.31,No_injury,0
Will Barton,18-19,2.04,100.16,2477,29.7,27.7,10.7,0.195,1.1,4.17,2.59,No_injury,0
Willie Cauley-Stein,18-19,2.02,104.58,4818,26.0,27.3,9.1,0.173,8.2,4.16,0.67,No_injury,0
Willy Hernangomez,18-19,1.09,102.82,1745,16.8,14.0,5.1,0.206,5.0,4.38,0.45,Sprained_ankle,1
Wilson Chandler,18-19,1.71,103.4,2534,17.1,23.1,5.4,0.115,1.4,4.21,0.75,No_injury,0
Yogi Ferrell,18-19,1.19,103.91,2311,10.3,15.0,5.0,0.16,0.3,4.43,4.12,No_injury,0
Zach Collins,18-19,1.32,100.09,2821,14.9,17.6,5.2,0.166,3.1,4.18,0.46,No_injury,0
Zach LaVine,18-19,2.69,99.98,4519,36.4,34.5,18.0,0.298,1.4,4.43,3.96,Sprained_ankle,1
Zaza Pachulia,18-19,0.93,99.89,1821,12.8,12.9,2.8,0.147,3.5,4.07,0.62,No_injury,0
Aaron Brooks,17-18,0.42,100.86,395,4.1,5.9,2.2,0.192,0.1,4.32,5.14,No_injury,0
Aaron Gordon,17-18,2.42,100.43,3989,31.8,32.9,14.9,0.238,3.9,4.46,1.65,Sore_ankle,1
Abdel Nader,17-18,0.83,100.46,1093,9.9,10.9,3.1,0.162,0.5,4.5,1.46,No_injury,0
Al Horford,17-18,2.11,97.23,4617,40.0,31.6,10.5,0.183,3.8,4.03,1.06,No_injury,0
Al Jefferson,17-18,0.9,98.07,991,15.9,13.4,5.8,0.218,2.0,4.02,0.42,No_injury,0
Al-Farouq Aminu,17-18,2.12,98.47,4250,19.2,30.0,8.4,0.145,2.1,4.22,1.0,Sprained_ankle,1
Alec Burks,17-18,1.17,98.03,2167,17.1,16.5,6.5,0.221,0.5,4.27,2.5,No_injury,0
Alec Peters,17-18,0.84,102.68,481,10.3,11.2,3.7,0.151,1.1,4.5,0.34,No_injury,0
Alex Abrines,17-18,1.1,97.91,2320,9.5,15.1,3.9,0.126,0.4,4.35,1.14,No_injury,0
Alex Caruso,17-18,1.14,102.64,1202,10.5,15.2,3.1,0.128,0.6,4.51,3.7,No_injury,0
Alex Len,17-18,1.41,103.1,2997,19.0,20.2,5.5,0.164,6.3,4.2,0.35,Sprained_ankle,1
Alex Poythress,17-18,0.31,97.73,215,2.9,4.2,1.0,0.112,0.7,4.45,0.63,No_injury,0
Allen Crabbe,17-18,2.09,100.98,4627,32.3,29.3,11.0,0.183,0.7,4.3,0.79,No_injury,0
Amir Johnson,17-18,1.1,103.67,2513,18.8,15.8,3.5,0.125,4.4,4.19,0.46,No_injury,0
Andre Drummond,17-18,2.26,97.79,5348,39.1,33.7,11.3,0.207,11.7,4.06,0.82,No_injury,0
Andre Iguodala,17-18,1.8,101.15,3422,23.4,25.4,5.0,0.112,1.8,4.27,2.01,Sore_knee,1
Andre Roberson,17-18,2.01,96.82,2087,14.3,26.6,4.2,0.085,3.9,4.56,0.41,Sprained_ankle,1
Andrew Bogut,17-18,0.59,101.59,455,8.2,9.0,1.0,0.085,2.0,3.95,0.53,No_injury,0
Andrew Harrison,17-18,1.66,94.79,2614,25.1,23.7,7.7,0.195,0.4,4.24,4.36,No_injury,0
Andrew Wiggins,17-18,2.43,97.56,6052,31.7,36.3,15.9,0.228,2.3,4.01,1.95,No_injury,0
Ante Zizic,17-18,0.48,101.27,453,4.8,6.7,2.1,0.171,2.3,4.31,0.48,No_injury,0
Anthony Davis,17-18,2.39,102.71,5838,43.9,36.4,19.5,0.291,10.1,3.96,0.85,Sprained_ankle,1
Anthony Tolliver,17-18,1.68,97.94,3581,20.4,22.2,6.0,0.144,1.0,4.55,0.28,No_injury,0
Aron Baynes,17-18,1.26,96.78,2989,19.1,18.3,5.5,0.166,4.6,4.11,0.38,No_injury,0
Arron Afflalo,17-18,0.9,97.79,1388,10.9,12.9,3.1,0.127,0.2,4.2,1.01,No_injury,0
Austin Rivers,17-18,2.4,97.78,4192,33.0,33.7,13.2,0.206,1.0,4.28,4.03,No_injury,0
Avery Bradley,17-18,2.32,97.72,2918,34.8,31.2,13.6,0.229,1.4,4.5,1.33,No_injury,0
Bam Adebayo,17-18,1.36,96.29,2738,20.1,19.8,4.9,0.157,4.8,4.12,0.77,Sprained_ankle,1
Ben McLemore,17-18,1.49,97.99,2219,19.0,19.5,6.7,0.182,1.4,4.64,1.13,Sore_knee,1
Ben Simmons,17-18,2.54,101.77,5793,34.0,33.7,12.3,0.219,4.6,4.51,3.54,No_injury,0
Bismack Biyombo,17-18,1.27,97.92,3042,15.1,18.2,4.3,0.146,5.3,4.2,0.28,No_injury,0
Blake Griffin,17-18,2.15,98.54,4036,51.0,34.0,17.2,0.285,3.2,3.83,1.95,No_injury,0
Boban Marjanovic,17-18,0.6,102.36,725,8.8,8.7,3.8,0.276,4.5,4.17,0.36,No_injury,0
Bobby Brown,17-18,0.39,102.53,246,6.5,5.7,2.9,0.252,0.0,4.03,3.91,No_injury,0
Bobby Portis,17-18,1.64,100.32,3428,27.3,22.5,11.1,0.25,4.3,4.39,0.85,No_injury,0
Bogdan Bogdanovic,17-18,2.04,96.77,4393,33.4,27.9,9.9,0.192,1.0,4.42,2.31,Sprained_ankle,1
Bojan Bogdanovic,17-18,2.18,98.36,5056,29.3,30.8,10.7,0.185,0.9,4.26,1.18,Sprained_ankle,1
Bradley Beal,17-18,2.51,97.82,6081,43.0,36.3,18.1,0.268,1.4,4.17,3.27,No_injury,0
Brandan Wright,17-18,0.93,97.98,778,11.3,13.6,3.6,0.14,3.7,4.09,0.59,No_injury,0
Brandon Ingram,17-18,2.46,101.47,4168,34.4,33.5,12.9,0.218,2.3,4.41,2.94,Sprained_ankle,1
Brandon Paul,17-18,0.67,100.57,1200,8.0,9.0,2.0,0.131,0.3,4.49,1.1,No_injury,0
Brook Lopez,17-18,1.58,102.03,3692,26.1,23.4,10.7,0.23,3.1,4.13,0.54,Sprained_ankle,1
Bryn Forbes,17-18,1.4,97.94,3102,16.4,19.0,6.2,0.159,0.2,4.43,1.74,No_injury,0
Buddy Hield,17-18,1.95,96.26,4066,27.2,25.3,11.7,0.236,0.8,4.66,2.09,No_injury,0
C.J. Williams,17-18,1.39,100.35,1470,14.7,18.6,5.2,0.134,0.7,4.49,1.21,No_injury,0
CJ McCollum,17-18,2.7,98.2,5993,31.1,36.1,18.6,0.259,0.8,4.5,4.14,No_injury,0
CJ Miles,17-18,1.31,99.99,2807,17.1,19.1,8.6,0.214,0.2,4.17,0.83,No_injury,0
Caleb Swanigan,17-18,0.5,98.99,391,6.3,7.0,2.2,0.189,1.9,4.3,0.6,No_injury,0
